arm_id,model_id,slice_id,cell_id,official_macro_f1,first_error_exact,first_error_within_one,clean_abstention_accuracy,overall_decision_accuracy,n_examples,n_error,n_clean
P3D0_H2_VIEW_FULLPOOL_IU,qwen3_8b,math,processbench_math_qwen3_8b,0.35690547062393435,0.25252525252525254,0.45286195286195285,0.6083743842364532,0.397,1000,594,406
P3D0_H2_VIEW_FULLPOOL_IU,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.3386103781882146,0.2329803328290469,0.43267776096822996,0.6194690265486725,0.364,1000,661,339
P3D0_H2_VIEW_FULLPOOL_IU,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.31394395038269296,0.2002635046113307,0.37285902503293805,0.7261410788381742,0.327,1000,759,241
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.4089275927166433,0.38164251207729466,0.5797101449275363,0.44041450777202074,0.41,400,207,193
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_4b,math,processbench_math_qwen3_4b,0.3576010330884688,0.2760942760942761,0.49663299663299665,0.5073891625615764,0.37,1000,594,406
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.33022522704572094,0.23903177004538578,0.4508320726172466,0.5339233038348082,0.339,1000,661,339
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.3351414545843102,0.22661396574440051,0.4044795783926219,0.6431535269709544,0.327,1000,759,241
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.4090976838465437,0.3526570048309179,0.5217391304347826,0.48704663212435234,0.4175,400,207,193
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_8b,math,processbench_math_qwen3_8b,0.3635790137735254,0.25925925925925924,0.4612794612794613,0.6083743842364532,0.401,1000,594,406
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.33540333511962933,0.22995461422087746,0.44175491679273826,0.6194690265486725,0.362,1000,661,339
P3D1_H2_VIEW_DEPLOYED_UPCR,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.31394395038269296,0.2002635046113307,0.38603425559947296,0.7261410788381742,0.327,1000,759,241
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.391680343390986,0.3526570048309179,0.5700483091787439,0.44041450777202074,0.395,400,207,193
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_4b,math,processbench_math_qwen3_4b,0.36181020792360363,0.28114478114478114,0.494949494949495,0.5073891625615764,0.373,1000,594,406
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.33453105269199856,0.24357034795763993,0.46142208774583965,0.5339233038348082,0.342,1000,661,339
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.3249475890985325,0.21739130434782608,0.4005270092226614,0.6431535269709544,0.32,1000,759,241
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.4058283864004318,0.34782608695652173,0.5072463768115942,0.48704663212435234,0.415,400,207,193
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_8b,math,processbench_math_qwen3_8b,0.36025524156791244,0.2558922558922559,0.45454545454545453,0.6083743842364532,0.399,1000,594,406
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.3337912304801604,0.22844175491679275,0.4296520423600605,0.6194690265486725,0.361,1000,661,339
P3D2_H2_VIEW_MASK_EQUAL_CONTROL,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.31556058409645366,0.2015810276679842,0.37417654808959155,0.7261410788381742,0.328,1000,759,241
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_4b,gsm8k,processbench_gsm8k_qwen3_4b,0.4011583292114982,0.36859903381642506,0.5714975845410628,0.4404145077720207,0.40325,400,207,193
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_4b,math,processbench_math_qwen3_4b,0.353228847971593,0.27104377104377103,0.49141414141414136,0.5073891625615764,0.36699999999999994,1000,594,406
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_4b,olympiadbench,processbench_olympiadbench_qwen3_4b,0.3391365476667684,0.24871406959152792,0.47087745839636896,0.5339233038348081,0.3454,1000,661,339
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_4b,omnimath,processbench_omnimath_qwen3_4b,0.3278995559041792,0.22015810276679842,0.402832674571805,0.6431535269709543,0.32209999999999994,1000,759,241
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_8b,gsm8k,processbench_gsm8k_qwen3_8b,0.4114849137165019,0.3565217391304348,0.5130434782608697,0.4870466321243524,0.41949999999999993,400,207,193
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_8b,math,processbench_math_qwen3_8b,0.353165985550111,0.2489057239057239,0.45513468013468017,0.6083743842364533,0.39485000000000003,1000,594,406
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_8b,olympiadbench,processbench_olympiadbench_qwen3_8b,0.3382207228472006,0.23282904689863843,0.4524205748865355,0.6194690265486726,0.3639,1000,661,339
P3D3_H2_VIEW_RANDOM_MASK_CONTROL,qwen3_8b,omnimath,processbench_omnimath_qwen3_8b,0.30776368443182067,0.1953227931488801,0.3797760210803689,0.7261410788381741,0.3232499999999999,1000,759,241
