arm_id,population_id,metric_id,value,ci_low,ci_high,n_rows,n_groups
P3_H0_REFERENCE,current_common_eight_qwen,official_macro_f1,0.35426115203948916,0.3355249144140112,0.37172070416794445,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,first_error_exact,0.2675758744010076,0.2476573613177328,0.2879438990389653,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,first_error_within_one,0.46134559765915417,0.4393418918373561,0.48326737850986085,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,overall_decision_accuracy,0.36725,0.35081249999999997,0.3839375,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,official_macro_f1,0.36409025375978243,0.34511531591679767,0.3813726332051283,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,first_error_exact,0.2789154259382175,0.2585605215135023,0.2994273727484168,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,first_error_within_one,0.474323069653761,0.45247858546143394,0.4963778768746993,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,overall_decision_accuracy,0.37443750000000003,0.35775,0.3911875,6800,3400
P3C_H2_INNER_IU_EQUAL_OUTER,current_common_eight_qwen,official_macro_f1,0.3601667200655385,0.34151452238889435,0.37764429026271307,6800,3400
P3C_H2_INNER_IU_EQUAL_OUTER,current_common_eight_qwen,first_error_exact,0.2734256358006605,0.2535652030671932,0.2939355511975628,6800,3400
P3C_H2_INNER_IU_EQUAL_OUTER,current_common_eight_qwen,first_error_within_one,0.4691622727084478,0.4472780066332315,0.49132882972662434,6800,3400
P3C_H2_INNER_IU_EQUAL_OUTER,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3C_H2_INNER_IU_EQUAL_OUTER,current_common_eight_qwen,overall_decision_accuracy,0.3711875,0.35474999999999995,0.38793750000000005,6800,3400
