method,benchmark,metric,stratum,N,estimate,coverage
BASE,pb,f1,q4,2221,0.3531585923888131,3400
BASE,pb,sla,q8,2221,0.3259714600897262,3400
BASE,pb,tol1,q8,2221,0.5562751105078276,3400
BASE,pb,early,q8,2221,0.31411079042303147,3400
BASE,pb,late,q8,2221,0.3599177494872423,3400
BASE,pb,f1,q8,2221,0.3517132715327101,3400
BASE,prm,within_auc,all,6030,0.7563129531971242,6969
BASE,prm,step_auroc_mean_folds,all,94203,0.7113150514579519,6969
BASE,prm,step_auprc_mean_folds,all,94203,0.32194598732772245,6969
BASE,prm,prmscore_inner_raw,all,6211,0.6351931060373246,6969
BASE,prm,prmscore_q80_raw,all,6211,0.6335055993384641,6969
BASE,prm,prmscore_inner_answer_z,all,6211,0.6351749290662272,6969
BASE,prm,prmscore_q80_answer_z,all,6211,0.6343530333531797,6969
BASE,prm,within_auc,kind=single,1964,0.8374767386160804,1964
BASE,prm,within_auc,kind=multi,4066,0.7171084095269744,4066
BASE,pb,sla,depth=2-5,1312,0.42073170731707316,1312
BASE,prm,within_auc,depth=2-5,395,0.789662447257384,395
BASE,pb,sla,depth=6-10,2308,0.2885615251299827,2308
BASE,prm,within_auc,depth=6-10,2527,0.7737264684267059,2527
BASE,pb,sla,depth=11+,822,0.14476885644768855,822
BASE,prm,within_auc,depth=11+,3108,0.7379162340404463,3108
R_CONTRIB,pb,sla,pb_gsm8k_q4,207,0.4492753623188406,400
R_CONTRIB,pb,tol1,pb_gsm8k_q4,207,0.6618357487922706,400
R_CONTRIB,pb,early,pb_gsm8k_q4,207,0.27053140096618356,400
R_CONTRIB,pb,late,pb_gsm8k_q4,207,0.28019323671497587,400
R_CONTRIB,pb,f1,pb_gsm8k_q4,207,0.4243244021066567,400
R_CONTRIB,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
R_CONTRIB,pb,gated_err_acc,pb_gsm8k_q4,207,0.3671497584541063,400
R_CONTRIB,pb,sla,pb_gsm8k_q8,207,0.4492753623188406,400
R_CONTRIB,pb,tol1,pb_gsm8k_q8,207,0.6666666666666666,400
R_CONTRIB,pb,early,pb_gsm8k_q8,207,0.25120772946859904,400
R_CONTRIB,pb,late,pb_gsm8k_q8,207,0.2995169082125604,400
R_CONTRIB,pb,f1,pb_gsm8k_q8,207,0.4205866076369673,400
R_CONTRIB,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
R_CONTRIB,pb,gated_err_acc,pb_gsm8k_q8,207,0.3671497584541063,400
R_CONTRIB,pb,sla,pb_math_q4,594,0.30808080808080807,1000
R_CONTRIB,pb,tol1,pb_math_q4,594,0.569023569023569,1000
R_CONTRIB,pb,early,pb_math_q4,594,0.27946127946127947,1000
R_CONTRIB,pb,late,pb_math_q4,594,0.41245791245791247,1000
R_CONTRIB,pb,f1,pb_math_q4,594,0.36594005449591277,1000
R_CONTRIB,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
R_CONTRIB,pb,gated_err_acc,pb_math_q4,594,0.265993265993266,1000
R_CONTRIB,pb,sla,pb_math_q8,594,0.3148148148148148,1000
R_CONTRIB,pb,tol1,pb_math_q8,594,0.5521885521885522,1000
R_CONTRIB,pb,early,pb_math_q8,594,0.2878787878787879,1000
R_CONTRIB,pb,late,pb_math_q8,594,0.39730639730639733,1000
R_CONTRIB,pb,f1,pb_math_q8,594,0.35971755875962863,1000
R_CONTRIB,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
R_CONTRIB,pb,gated_err_acc,pb_math_q8,594,0.2609427609427609,1000
R_CONTRIB,pb,sla,pb_olympiadbench_q4,661,0.2934947049924357,1000
R_CONTRIB,pb,tol1,pb_olympiadbench_q4,661,0.5143721633888049,1000
R_CONTRIB,pb,early,pb_olympiadbench_q4,661,0.3857791225416036,1000
R_CONTRIB,pb,late,pb_olympiadbench_q4,661,0.3207261724659607,1000
R_CONTRIB,pb,f1,pb_olympiadbench_q4,661,0.33184544717643877,1000
R_CONTRIB,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
R_CONTRIB,pb,gated_err_acc,pb_olympiadbench_q4,661,0.22995461422087746,1000
R_CONTRIB,pb,sla,pb_olympiadbench_q8,661,0.2723146747352496,1000
R_CONTRIB,pb,tol1,pb_olympiadbench_q8,661,0.481089258698941,1000
R_CONTRIB,pb,early,pb_olympiadbench_q8,661,0.3978819969742814,1000
R_CONTRIB,pb,late,pb_olympiadbench_q8,661,0.329803328290469,1000
R_CONTRIB,pb,f1,pb_olympiadbench_q8,661,0.32561465384222493,1000
R_CONTRIB,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
R_CONTRIB,pb,gated_err_acc,pb_olympiadbench_q8,661,0.22239031770045387,1000
R_CONTRIB,pb,sla,pb_omnimath_q4,759,0.2938076416337286,1000
R_CONTRIB,pb,tol1,pb_omnimath_q4,759,0.5270092226613966,1000
R_CONTRIB,pb,early,pb_omnimath_q4,759,0.3188405797101449,1000
R_CONTRIB,pb,late,pb_omnimath_q4,759,0.38735177865612647,1000
R_CONTRIB,pb,f1,pb_omnimath_q4,759,0.32316155726913676,1000
R_CONTRIB,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
R_CONTRIB,pb,gated_err_acc,pb_omnimath_q4,759,0.20816864295125165,1000
R_CONTRIB,pb,sla,pb_omnimath_q8,759,0.26745718050065875,1000
R_CONTRIB,pb,tol1,pb_omnimath_q8,759,0.5098814229249012,1000
R_CONTRIB,pb,early,pb_omnimath_q8,759,0.3214756258234519,1000
R_CONTRIB,pb,late,pb_omnimath_q8,759,0.41106719367588934,1000
R_CONTRIB,pb,f1,pb_omnimath_q8,759,0.30285588830409005,1000
R_CONTRIB,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
R_CONTRIB,pb,gated_err_acc,pb_omnimath_q8,759,0.19104084321475626,1000
R_CONTRIB,pb,sla,macro8,4442,0.3310650686744221,6800
R_CONTRIB,pb,tol1,macro8,4442,0.5602583255431377,6800
R_CONTRIB,pb,early,macro8,4442,0.3141320653530415,6800
R_CONTRIB,pb,late,macro8,4442,0.3548028659725364,6800
R_CONTRIB,pb,f1,macro8,4442,0.35675577119888197,6800
R_CONTRIB,pb,sla,q4,2221,0.3361646292564532,3400
R_CONTRIB,pb,tol1,q4,2221,0.5680601759665103,3400
R_CONTRIB,pb,early,q4,2221,0.31365309566980293,3400
R_CONTRIB,pb,late,q4,2221,0.3501822750737439,3400
R_CONTRIB,pb,f1,q4,2221,0.36131786526203624,3400
R_CONTRIB,pb,sla,q8,2221,0.32596550809239094,3400
R_CONTRIB,pb,tol1,q8,2221,0.5524564751197653,3400
R_CONTRIB,pb,early,q8,2221,0.3146110350362801,3400
R_CONTRIB,pb,late,q8,2221,0.359423456871329,3400
R_CONTRIB,pb,f1,q8,2221,0.3521936771357277,3400
R_CONTRIB,prm,within_auc,all,6030,0.7507358681741747,6969
R_CONTRIB,prm,step_auroc_mean_folds,all,94203,0.7063939379202134,6969
R_CONTRIB,prm,step_auprc_mean_folds,all,94203,0.31498089212832026,6969
R_CONTRIB,prm,prmscore_inner_raw,all,6211,0.6320354937381155,6969
R_CONTRIB,prm,prmscore_q80_raw,all,6211,0.6300235179950711,6969
R_CONTRIB,prm,prmscore_inner_answer_z,all,6211,0.6297945121203508,6969
R_CONTRIB,prm,prmscore_q80_answer_z,all,6211,0.6291745225689703,6969
R_CONTRIB,prm,within_auc,kind=single,1964,0.8255328582831486,1964
R_CONTRIB,prm,within_auc,kind=multi,4066,0.7146066776739228,4066
R_CONTRIB,pb,sla,depth=2-5,1312,0.42378048780487804,1312
R_CONTRIB,prm,within_auc,depth=2-5,395,0.790084388185654,395
R_CONTRIB,pb,sla,depth=6-10,2308,0.28639514731369153,2308
R_CONTRIB,prm,within_auc,depth=6-10,2527,0.7699324124848461,2527
R_CONTRIB,pb,sla,depth=11+,822,0.16909975669099755,822
R_CONTRIB,prm,within_auc,depth=11+,3108,0.730127009461948,3108
R_CONTRIB_ONLY,pb,sla,pb_gsm8k_q4,207,0.2995169082125604,400
R_CONTRIB_ONLY,pb,tol1,pb_gsm8k_q4,207,0.5845410628019324,400
R_CONTRIB_ONLY,pb,early,pb_gsm8k_q4,207,0.3285024154589372,400
R_CONTRIB_ONLY,pb,late,pb_gsm8k_q4,207,0.3719806763285024,400
R_CONTRIB_ONLY,pb,f1,pb_gsm8k_q4,207,0.3262807359817014,400
R_CONTRIB_ONLY,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
R_CONTRIB_ONLY,pb,gated_err_acc,pb_gsm8k_q4,207,0.24154589371980675,400
R_CONTRIB_ONLY,pb,sla,pb_gsm8k_q8,207,0.2608695652173913,400
R_CONTRIB_ONLY,pb,tol1,pb_gsm8k_q8,207,0.5845410628019324,400
R_CONTRIB_ONLY,pb,early,pb_gsm8k_q8,207,0.30434782608695654,400
R_CONTRIB_ONLY,pb,late,pb_gsm8k_q8,207,0.43478260869565216,400
R_CONTRIB_ONLY,pb,f1,pb_gsm8k_q8,207,0.28735011342767636,400
R_CONTRIB_ONLY,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
R_CONTRIB_ONLY,pb,gated_err_acc,pb_gsm8k_q8,207,0.2028985507246377,400
R_CONTRIB_ONLY,pb,sla,pb_math_q4,594,0.2222222222222222,1000
R_CONTRIB_ONLY,pb,tol1,pb_math_q4,594,0.5286195286195287,1000
R_CONTRIB_ONLY,pb,early,pb_math_q4,594,0.3451178451178451,1000
R_CONTRIB_ONLY,pb,late,pb_math_q4,594,0.43265993265993263,1000
R_CONTRIB_ONLY,pb,f1,pb_math_q4,594,0.2910742202039753,1000
R_CONTRIB_ONLY,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
R_CONTRIB_ONLY,pb,gated_err_acc,pb_math_q4,594,0.1936026936026936,1000
R_CONTRIB_ONLY,pb,sla,pb_math_q8,594,0.2441077441077441,1000
R_CONTRIB_ONLY,pb,tol1,pb_math_q8,594,0.5454545454545454,1000
R_CONTRIB_ONLY,pb,early,pb_math_q8,594,0.32323232323232326,1000
R_CONTRIB_ONLY,pb,late,pb_math_q8,594,0.43265993265993263,1000
R_CONTRIB_ONLY,pb,f1,pb_math_q8,594,0.29950613350326594,1000
R_CONTRIB_ONLY,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
R_CONTRIB_ONLY,pb,gated_err_acc,pb_math_q8,594,0.20202020202020202,1000
R_CONTRIB_ONLY,pb,sla,pb_olympiadbench_q4,661,0.1875945537065053,1000
R_CONTRIB_ONLY,pb,tol1,pb_olympiadbench_q4,661,0.4069591527987897,1000
R_CONTRIB_ONLY,pb,early,pb_olympiadbench_q4,661,0.3812405446293495,1000
R_CONTRIB_ONLY,pb,late,pb_olympiadbench_q4,661,0.43116490166414523,1000
R_CONTRIB_ONLY,pb,f1,pb_olympiadbench_q4,661,0.23158568006420197,1000
R_CONTRIB_ONLY,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
R_CONTRIB_ONLY,pb,gated_err_acc,pb_olympiadbench_q4,661,0.1437216338880484,1000
R_CONTRIB_ONLY,pb,sla,pb_olympiadbench_q8,661,0.17700453857791226,1000
R_CONTRIB_ONLY,pb,tol1,pb_olympiadbench_q8,661,0.4402420574886536,1000
R_CONTRIB_ONLY,pb,early,pb_olympiadbench_q8,661,0.3903177004538578,1000
R_CONTRIB_ONLY,pb,late,pb_olympiadbench_q8,661,0.43267776096822996,1000
R_CONTRIB_ONLY,pb,f1,pb_olympiadbench_q8,661,0.22648995542383213,1000
R_CONTRIB_ONLY,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
R_CONTRIB_ONLY,pb,gated_err_acc,pb_olympiadbench_q8,661,0.13918305597579425,1000
R_CONTRIB_ONLY,pb,sla,pb_omnimath_q4,759,0.16600790513833993,1000
R_CONTRIB_ONLY,pb,tol1,pb_omnimath_q4,759,0.41238471673254284,1000
R_CONTRIB_ONLY,pb,early,pb_omnimath_q4,759,0.34782608695652173,1000
R_CONTRIB_ONLY,pb,late,pb_omnimath_q4,759,0.48616600790513836,1000
R_CONTRIB_ONLY,pb,f1,pb_omnimath_q4,759,0.21142709410548086,1000
R_CONTRIB_ONLY,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
R_CONTRIB_ONLY,pb,gated_err_acc,pb_omnimath_q4,759,0.12384716732542819,1000
R_CONTRIB_ONLY,pb,sla,pb_omnimath_q8,759,0.22661396574440051,1000
R_CONTRIB_ONLY,pb,tol1,pb_omnimath_q8,759,0.4756258234519104,1000
R_CONTRIB_ONLY,pb,early,pb_omnimath_q8,759,0.2859025032938076,1000
R_CONTRIB_ONLY,pb,late,pb_omnimath_q8,759,0.4874835309617918,1000
R_CONTRIB_ONLY,pb,f1,pb_omnimath_q8,759,0.2894580464703093,1000
R_CONTRIB_ONLY,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
R_CONTRIB_ONLY,pb,gated_err_acc,pb_omnimath_q8,759,0.18050065876152832,1000
R_CONTRIB_ONLY,pb,sla,macro8,4442,0.2229921753658845,6800
R_CONTRIB_ONLY,pb,tol1,macro8,4442,0.49729599376872946,6800
R_CONTRIB_ONLY,pb,early,macro8,4442,0.3383109056536998,6800
R_CONTRIB_ONLY,pb,late,macro8,4442,0.43869691898041563,6800
R_CONTRIB_ONLY,pb,f1,macro8,4442,0.2703964973975554,6800
R_CONTRIB_ONLY,pb,sla,q4,2221,0.21883539731990695,3400
R_CONTRIB_ONLY,pb,tol1,q4,2221,0.4831261152381984,3400
R_CONTRIB_ONLY,pb,early,q4,2221,0.35067172304066335,3400
R_CONTRIB_ONLY,pb,late,q4,2221,0.43049287963942967,3400
R_CONTRIB_ONLY,pb,f1,q4,2221,0.26509193258883984,3400
R_CONTRIB_ONLY,pb,sla,q8,2221,0.22714895341186206,3400
R_CONTRIB_ONLY,pb,tol1,q8,2221,0.5114658722992604,3400
R_CONTRIB_ONLY,pb,early,q8,2221,0.3259500882667363,3400
R_CONTRIB_ONLY,pb,late,q8,2221,0.44690095832140164,3400
R_CONTRIB_ONLY,pb,f1,q8,2221,0.27570106220627094,3400
R_CONTRIB_ONLY,prm,within_auc,all,6030,0.4659226074098478,6969
R_CONTRIB_ONLY,prm,step_auroc_mean_folds,all,94203,0.47619081149896597,6969
R_CONTRIB_ONLY,prm,step_auprc_mean_folds,all,94203,0.12960116849414488,6969
R_CONTRIB_ONLY,prm,prmscore_inner_raw,all,6211,0.48786520200411654,6969
R_CONTRIB_ONLY,prm,prmscore_q80_raw,all,6211,0.48316934107899884,6969
R_CONTRIB_ONLY,prm,prmscore_inner_answer_z,all,6211,0.4860168673160343,6969
R_CONTRIB_ONLY,prm,prmscore_q80_answer_z,all,6211,0.48380807429209827,6969
R_CONTRIB_ONLY,prm,within_auc,kind=single,1964,0.41347551055314635,1964
R_CONTRIB_ONLY,prm,within_auc,kind=multi,4066,0.4912561288625192,4066
R_CONTRIB_ONLY,pb,sla,depth=2-5,1312,0.27439024390243905,1312
R_CONTRIB_ONLY,prm,within_auc,depth=2-5,395,0.5145569620253164,395
R_CONTRIB_ONLY,pb,sla,depth=6-10,2308,0.1975736568457539,2308
R_CONTRIB_ONLY,prm,within_auc,depth=6-10,2527,0.47596998448502215,2527
R_CONTRIB_ONLY,pb,sla,depth=11+,822,0.1411192214111922,822
R_CONTRIB_ONLY,prm,within_auc,depth=11+,3108,0.4515724491273268,3108
R_RANDOM_DIR,pb,sla,pb_gsm8k_q4,207,0.41545893719806765,400
R_RANDOM_DIR,pb,tol1,pb_gsm8k_q4,207,0.6376811594202898,400
R_RANDOM_DIR,pb,early,pb_gsm8k_q4,207,0.27053140096618356,400
R_RANDOM_DIR,pb,late,pb_gsm8k_q4,207,0.3140096618357488,400
R_RANDOM_DIR,pb,f1,pb_gsm8k_q4,207,0.4042990264669981,400
R_RANDOM_DIR,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
R_RANDOM_DIR,pb,gated_err_acc,pb_gsm8k_q4,207,0.33816425120772947,400
R_RANDOM_DIR,pb,sla,pb_gsm8k_q8,207,0.4444444444444444,400
R_RANDOM_DIR,pb,tol1,pb_gsm8k_q8,207,0.6618357487922706,400
R_RANDOM_DIR,pb,early,pb_gsm8k_q8,207,0.2560386473429952,400
R_RANDOM_DIR,pb,late,pb_gsm8k_q8,207,0.2995169082125604,400
R_RANDOM_DIR,pb,f1,pb_gsm8k_q8,207,0.4173989455184534,400
R_RANDOM_DIR,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
R_RANDOM_DIR,pb,gated_err_acc,pb_gsm8k_q8,207,0.36231884057971014,400
R_RANDOM_DIR,pb,sla,pb_math_q4,594,0.32154882154882153,1000
R_RANDOM_DIR,pb,tol1,pb_math_q4,594,0.5757575757575758,1000
R_RANDOM_DIR,pb,early,pb_math_q4,594,0.2474747474747475,1000
R_RANDOM_DIR,pb,late,pb_math_q4,594,0.43097643097643096,1000
R_RANDOM_DIR,pb,f1,pb_math_q4,594,0.376940133037694,1000
R_RANDOM_DIR,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
R_RANDOM_DIR,pb,gated_err_acc,pb_math_q4,594,0.2777777777777778,1000
R_RANDOM_DIR,pb,sla,pb_math_q8,594,0.3164983164983165,1000
R_RANDOM_DIR,pb,tol1,pb_math_q8,594,0.5521885521885522,1000
R_RANDOM_DIR,pb,early,pb_math_q8,594,0.24242424242424243,1000
R_RANDOM_DIR,pb,late,pb_math_q8,594,0.44107744107744107,1000
R_RANDOM_DIR,pb,f1,pb_math_q8,594,0.3644877244303959,1000
R_RANDOM_DIR,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
R_RANDOM_DIR,pb,gated_err_acc,pb_math_q8,594,0.265993265993266,1000
R_RANDOM_DIR,pb,sla,pb_olympiadbench_q4,661,0.2859304084720121,1000
R_RANDOM_DIR,pb,tol1,pb_olympiadbench_q4,661,0.5325264750378215,1000
R_RANDOM_DIR,pb,early,pb_olympiadbench_q4,661,0.3388804841149773,1000
R_RANDOM_DIR,pb,late,pb_olympiadbench_q4,661,0.3751891074130106,1000
R_RANDOM_DIR,pb,f1,pb_olympiadbench_q4,661,0.3238962668048322,1000
R_RANDOM_DIR,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
R_RANDOM_DIR,pb,gated_err_acc,pb_olympiadbench_q4,661,0.22239031770045387,1000
R_RANDOM_DIR,pb,sla,pb_olympiadbench_q8,661,0.2844175491679274,1000
R_RANDOM_DIR,pb,tol1,pb_olympiadbench_q8,661,0.5098335854765507,1000
R_RANDOM_DIR,pb,early,pb_olympiadbench_q8,661,0.3177004538577912,1000
R_RANDOM_DIR,pb,late,pb_olympiadbench_q8,661,0.3978819969742814,1000
R_RANDOM_DIR,pb,f1,pb_olympiadbench_q8,661,0.3272333072159195,1000
R_RANDOM_DIR,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
R_RANDOM_DIR,pb,gated_err_acc,pb_olympiadbench_q8,661,0.22390317700453857,1000
R_RANDOM_DIR,pb,sla,pb_omnimath_q4,759,0.2924901185770751,1000
R_RANDOM_DIR,pb,tol1,pb_omnimath_q4,759,0.5349143610013175,1000
R_RANDOM_DIR,pb,early,pb_omnimath_q4,759,0.2463768115942029,1000
R_RANDOM_DIR,pb,late,pb_omnimath_q4,759,0.461133069828722,1000
R_RANDOM_DIR,pb,f1,pb_omnimath_q4,759,0.32632775778603496,1000
R_RANDOM_DIR,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
R_RANDOM_DIR,pb,gated_err_acc,pb_omnimath_q4,759,0.21080368906455862,1000
R_RANDOM_DIR,pb,sla,pb_omnimath_q8,759,0.2766798418972332,1000
R_RANDOM_DIR,pb,tol1,pb_omnimath_q8,759,0.5151515151515151,1000
R_RANDOM_DIR,pb,early,pb_omnimath_q8,759,0.24242424242424243,1000
R_RANDOM_DIR,pb,late,pb_omnimath_q8,759,0.48089591567852435,1000
R_RANDOM_DIR,pb,f1,pb_omnimath_q8,759,0.30780138491716497,1000
R_RANDOM_DIR,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
R_RANDOM_DIR,pb,gated_err_acc,pb_omnimath_q8,759,0.19499341238471674,1000
R_RANDOM_DIR,pb,sla,macro8,4442,0.32968355472548727,6800
R_RANDOM_DIR,pb,tol1,macro8,4442,0.5649861216032366,6800
R_RANDOM_DIR,pb,early,macro8,4442,0.2702313787749228,6800
R_RANDOM_DIR,pb,late,macro8,4442,0.40008506649958997,6800
R_RANDOM_DIR,pb,f1,macro8,4442,0.3560480682721866,6800
R_RANDOM_DIR,pb,sla,q4,2221,0.3288570714489941,3400
R_RANDOM_DIR,pb,tol1,q4,2221,0.5702198928042511,3400
R_RANDOM_DIR,pb,early,q4,2221,0.2758158610375278,3400
R_RANDOM_DIR,pb,late,q4,2221,0.39532706751347807,3400
R_RANDOM_DIR,pb,f1,q4,2221,0.3578657960238898,3400
R_RANDOM_DIR,pb,sla,q8,2221,0.33051003800198037,3400
R_RANDOM_DIR,pb,tol1,q8,2221,0.5597523504022222,3400
R_RANDOM_DIR,pb,early,q8,2221,0.2646468965123178,3400
R_RANDOM_DIR,pb,late,q8,2221,0.4048430654857018,3400
R_RANDOM_DIR,pb,f1,q8,2221,0.35423034052048347,3400
R_RANDOM_DIR,prm,within_auc,all,6030,0.7591578562220558,6969
R_RANDOM_DIR,prm,step_auroc_mean_folds,all,94203,0.7145031156016691,6969
R_RANDOM_DIR,prm,step_auprc_mean_folds,all,94203,0.32641239091834395,6969
R_RANDOM_DIR,prm,prmscore_inner_raw,all,6211,0.6363819148901477,6969
R_RANDOM_DIR,prm,prmscore_q80_raw,all,6211,0.6345243309014449,6969
R_RANDOM_DIR,prm,prmscore_inner_answer_z,all,6211,0.6364979181938835,6969
R_RANDOM_DIR,prm,prmscore_q80_answer_z,all,6211,0.6342869636656554,6969
R_RANDOM_DIR,prm,within_auc,kind=single,1964,0.8381232118769089,1964
R_RANDOM_DIR,prm,within_auc,kind=multi,4066,0.721015220091674,4066
R_RANDOM_DIR,pb,sla,depth=2-5,1312,0.41996951219512196,1312
R_RANDOM_DIR,prm,within_auc,depth=2-5,395,0.7974683544303798,395
R_RANDOM_DIR,pb,sla,depth=6-10,2308,0.2989601386481802,2308
R_RANDOM_DIR,prm,within_auc,depth=6-10,2527,0.7774939384802859,2527
R_RANDOM_DIR,pb,sla,depth=11+,822,0.15206812652068127,822
R_RANDOM_DIR,prm,within_auc,depth=11+,3108,0.7393805310422498,3108
R_RANDOM_DIR_s0,pb,sla,pb_gsm8k_q4,207,0.42995169082125606,400
R_RANDOM_DIR_s0,pb,tol1,pb_gsm8k_q4,207,0.6618357487922706,400
R_RANDOM_DIR_s0,pb,early,pb_gsm8k_q4,207,0.2463768115942029,400
R_RANDOM_DIR_s0,pb,late,pb_gsm8k_q4,207,0.32367149758454106,400
R_RANDOM_DIR_s0,pb,f1,pb_gsm8k_q4,207,0.4077319282458114,400
R_RANDOM_DIR_s0,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
