arm_id,population_id,metric_id,value,ci_low,ci_high,n_rows,n_groups
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,official_macro_f1,0.35426115203948916,0.3355249144140112,0.37172070416794445,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,first_error_exact,0.2675758744010076,0.2476573613177328,0.2879438990389653,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,first_error_within_one,0.46134559765915417,0.4393418918373561,0.48326737850986085,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P2C_F6_TOP10_REFERENCE,current_common_eight_qwen,overall_decision_accuracy,0.36725,0.35081249999999997,0.3839375,6800,3400
P2C_F6_MINUS_ENTROPY_DYNAMICS,current_common_eight_qwen,official_macro_f1,0.35214990821175246,0.33307262146342087,0.3699110078812218,6800,3400
P2C_F6_MINUS_ENTROPY_DYNAMICS,current_common_eight_qwen,first_error_exact,0.2594601876158148,0.23992605988447438,0.27980280559687015,6800,3400
P2C_F6_MINUS_ENTROPY_DYNAMICS,current_common_eight_qwen,first_error_within_one,0.44776453776733327,0.42542710792174937,0.469843078043482,6800,3400
P2C_F6_MINUS_ENTROPY_DYNAMICS,current_common_eight_qwen,clean_abstention_accuracy,0.5865113214687907,0.5595677066819962,0.6137642717716486,6800,3400
P2C_F6_MINUS_ENTROPY_DYNAMICS,current_common_eight_qwen,overall_decision_accuracy,0.3688125,0.3524375,0.3855,6800,3400
