contrast_id,left_variant_id,right_variant_id,metric_id,source_metric_id,delta,ci_low,ci_high,wins,ties,losses,worst_unit_delta,worst_unit_id,family_wins,family_ties,family_losses,worst_family_delta,worst_family_id,multiplicity_family_size,inference
pb::C2_ENT_SWADAPT::R1_ENTROPY_TOP5::first_error_exact,C2_ENT_SWADAPT,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,-0.013126396504677118,-0.025825379410653944,-0.0004612824300368326,2,1,5,-0.05797101449275366,processbench_gsm8k_qwen3_8b,1,0,3,-0.04830917874396137,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C2_ENT_SWADAPT::R1_ENTROPY_TOP5::first_error_within_one,C2_ENT_SWADAPT,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,-0.007697787362984987,-0.019856469373863816,0.004526249297966213,2,0,6,-0.028985507246376885,processbench_gsm8k_qwen3_8b,0,0,4,-0.01690821256038652,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C2_ENT_SWADAPT::R1_ENTROPY_TOP5::clean_abstention_accuracy,C2_ENT_SWADAPT,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,0.0033185840707965486,-0.004399609499889973,0.011156410460148978,4,1,3,-0.020725388601036288,processbench_gsm8k_qwen3_4b,1,3,0,-5.551115123125783e-17,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C2_ENT_SWADAPT::R1_ENTROPY_TOP5::overall_decision_accuracy,C2_ENT_SWADAPT,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,-0.005750000000000033,-0.013939062500000095,0.002437500000000037,4,0,4,-0.030000000000000027,processbench_gsm8k_qwen3_4b,1,0,3,-0.025000000000000022,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::P2A_TOPK10_REFERENCE::macro_f1,C3_ENT_CCUSUM,P2A_TOPK10_REFERENCE,macro_f1,official_macro_f1,-0.03218707643433638,-0.05225369136158961,-0.012884082843528093,0,0,8,-0.054243224237180365,processbench_omnimath_qwen3_8b,0,0,4,-0.05281719541530852,omnimath,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C3_ENT_CCUSUM::P2A_TOPK10_REFERENCE::first_error_exact,C3_ENT_CCUSUM,P2A_TOPK10_REFERENCE,first_error_exact,first_error_exact,-0.02562186744996056,-0.04057480148970757,-0.011002558022175563,0,0,8,-0.048309178743961345,processbench_gsm8k_qwen3_4b,0,0,4,-0.04150197628458498,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::P2A_TOPK10_REFERENCE::first_error_within_one,C3_ENT_CCUSUM,P2A_TOPK10_REFERENCE,first_error_within_one,first_error_within_one,-0.02515293311106631,-0.04009689821674465,-0.010037935387678732,1,0,7,-0.04387291981845687,processbench_olympiadbench_qwen3_4b,0,0,4,-0.0431164901664145,olympiadbench,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::P2A_TOPK10_REFERENCE::clean_abstention_accuracy,C3_ENT_CCUSUM,P2A_TOPK10_REFERENCE,clean_abstention_accuracy,clean_abstention_accuracy,-0.039426279229625716,-0.05122054307851092,-0.028070720738987226,0,0,8,-0.08298755186721996,processbench_omnimath_qwen3_8b,0,0,4,-0.04564315352697096,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::P2A_TOPK10_REFERENCE::overall_decision_accuracy,C3_ENT_CCUSUM,P2A_TOPK10_REFERENCE,overall_decision_accuracy,overall_decision_accuracy,-0.030750000000000055,-0.04056250000000006,-0.020687500000000025,0,0,8,-0.049000000000000044,processbench_omnimath_qwen3_8b,0,0,4,-0.04250000000000004,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::R1_ENTROPY_TOP5::macro_f1,C3_ENT_CCUSUM,R1_ENTROPY_TOP5,macro_f1,official_macro_f1,-0.02021282901330812,-0.038917328519301374,-0.0019420411639526375,0,0,8,-0.03082730244912829,processbench_omnimath_qwen3_8b,0,0,4,-0.02903444005886896,omnimath,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C3_ENT_CCUSUM::R1_ENTROPY_TOP5::first_error_exact,C3_ENT_CCUSUM,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,-0.017127965838746623,-0.03140767922808048,-0.0025854708823699903,0,0,8,-0.024154589371980673,processbench_gsm8k_qwen3_4b,0,0,4,-0.024154589371980673,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::R1_ENTROPY_TOP5::first_error_within_one,C3_ENT_CCUSUM,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,-0.028590100837354637,-0.04362968228512454,-0.01350202708398786,0,0,8,-0.0453857791225416,processbench_olympiadbench_qwen3_8b,0,0,4,-0.04387291981845687,olympiadbench,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::R1_ENTROPY_TOP5::clean_abstention_accuracy,C3_ENT_CCUSUM,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,-0.020847678506079048,-0.030864222447881846,-0.01109696424141583,1,1,6,-0.053941908713692976,processbench_omnimath_qwen3_8b,0,0,4,-0.031088082901554404,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C3_ENT_CCUSUM::R1_ENTROPY_TOP5::overall_decision_accuracy,C3_ENT_CCUSUM,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,-0.01837500000000003,-0.0277515625000001,-0.00887499999999991,0,1,7,-0.029000000000000026,processbench_omnimath_qwen3_8b,0,0,4,-0.027500000000000024,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::P2A_TOPK10_REFERENCE::macro_f1,C4_ENT_SAMPLED,P2A_TOPK10_REFERENCE,macro_f1,official_macro_f1,-0.003256833967785977,-0.029577721290931606,0.02297295875154646,3,0,5,-0.025388885205923417,processbench_gsm8k_qwen3_4b,2,0,2,-0.02077129532359326,gsm8k,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C4_ENT_SAMPLED::P2A_TOPK10_REFERENCE::first_error_exact,C4_ENT_SAMPLED,P2A_TOPK10_REFERENCE,first_error_exact,first_error_exact,-0.019183508881265854,-0.038581689816442374,-0.0002954821659724924,0,0,8,-0.0531400966183575,processbench_gsm8k_qwen3_4b,0,0,4,-0.0531400966183575,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::P2A_TOPK10_REFERENCE::first_error_within_one,C4_ENT_SAMPLED,P2A_TOPK10_REFERENCE,first_error_within_one,first_error_within_one,-0.03676719008808066,-0.05640464402971001,-0.017059465093093626,0,0,8,-0.06656580937972767,processbench_olympiadbench_qwen3_8b,0,0,4,-0.06505295007564296,olympiadbench,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::P2A_TOPK10_REFERENCE::clean_abstention_accuracy,C4_ENT_SAMPLED,P2A_TOPK10_REFERENCE,clean_abstention_accuracy,clean_abstention_accuracy,0.06356409446020217,0.05115371162212142,0.07645715206220952,8,0,0,0.025906735751295318,processbench_gsm8k_qwen3_4b,4,0,0,0.05181347150259069,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::P2A_TOPK10_REFERENCE::overall_decision_accuracy,C4_ENT_SAMPLED,P2A_TOPK10_REFERENCE,overall_decision_accuracy,overall_decision_accuracy,0.011874999999999969,-0.000687499999999952,0.02418750000000003,7,0,1,-0.014999999999999958,processbench_gsm8k_qwen3_4b,3,0,1,-0.0025000000000000022,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::R1_ENTROPY_TOP5::macro_f1,C4_ENT_SAMPLED,R1_ENTROPY_TOP5,macro_f1,official_macro_f1,0.008717413453242284,-0.018322190723439106,0.03505721556461931,6,0,2,-0.017371050008976596,processbench_gsm8k_qwen3_8b,3,0,1,-0.010908146516649037,gsm8k,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C4_ENT_SAMPLED::R1_ENTROPY_TOP5::first_error_exact,C4_ENT_SAMPLED,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,-0.010689607270051915,-0.03019893596489451,0.008569391455145335,3,0,5,-0.05797101449275366,processbench_gsm8k_qwen3_8b,2,0,2,-0.043478260869565244,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::R1_ENTROPY_TOP5::first_error_within_one,C4_ENT_SAMPLED,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,-0.040204357814368985,-0.0608313647828662,-0.01985349332108651,1,0,7,-0.06959152798789714,processbench_olympiadbench_qwen3_8b,0,0,4,-0.06580937972768533,olympiadbench,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::R1_ENTROPY_TOP5::clean_abstention_accuracy,C4_ENT_SAMPLED,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,0.08214269518374884,0.06895729581171545,0.09571820594220098,8,0,0,0.04145077720207252,processbench_gsm8k_qwen3_4b,4,0,0,0.062176165803108835,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C4_ENT_SAMPLED::R1_ENTROPY_TOP5::overall_decision_accuracy,C4_ENT_SAMPLED,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,0.024249999999999994,0.011560937499999925,0.036937499999999956,8,0,0,0.0050000000000000044,processbench_gsm8k_qwen3_4b,4,0,0,0.007499999999999979,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::P2A_TOPK10_REFERENCE::macro_f1,C5_ENT_ENERGY,P2A_TOPK10_REFERENCE,macro_f1,official_macro_f1,-0.007282186749954955,-0.022162384095151193,0.007121020177523491,2,0,6,-0.019772577108153222,processbench_math_qwen3_8b,0,0,4,-0.014298253863675253,omnimath,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C5_ENT_ENERGY::P2A_TOPK10_REFERENCE::first_error_exact,C5_ENT_ENERGY,P2A_TOPK10_REFERENCE,first_error_exact,first_error_exact,-0.006508301458311272,-0.017628832220841717,0.004477190544172457,2,0,6,-0.01932367149758457,processbench_gsm8k_qwen3_4b,1,0,3,-0.01185770750988141,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::P2A_TOPK10_REFERENCE::first_error_within_one,C5_ENT_ENERGY,P2A_TOPK10_REFERENCE,first_error_within_one,first_error_within_one,-0.011632500540939672,-0.023350090331072833,2.553791304962858e-05,2,0,6,-0.03630862329803325,processbench_olympiadbench_qwen3_8b,1,0,3,-0.023569023569023573,math,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::P2A_TOPK10_REFERENCE::clean_abstention_accuracy,C5_ENT_ENERGY,P2A_TOPK10_REFERENCE,clean_abstention_accuracy,clean_abstention_accuracy,-0.00628726935729973,-0.014860744324469497,0.0021526162136235225,4,0,4,-0.03319502074688796,processbench_omnimath_qwen3_8b,0,0,4,-0.010373443983402508,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::P2A_TOPK10_REFERENCE::overall_decision_accuracy,C5_ENT_ENERGY,P2A_TOPK10_REFERENCE,overall_decision_accuracy,overall_decision_accuracy,-0.0063750000000000195,-0.013812500000000005,0.0010624999999999662,2,0,6,-0.018000000000000016,processbench_math_qwen3_8b,0,0,4,-0.01150000000000001,omnimath,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::R1_ENTROPY_TOP5::macro_f1,C5_ENT_ENERGY,R1_ENTROPY_TOP5,macro_f1,official_macro_f1,0.004692060671073306,-0.011666155340515107,0.02147450064651428,5,0,3,-0.01573161978505566,processbench_math_qwen3_8b,3,0,1,-0.005193290539518586,math,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C5_ENT_ENERGY::R1_ENTROPY_TOP5::first_error_exact,C5_ENT_ENERGY,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,0.0019856001529026668,-0.010786566134203906,0.014808529880548508,5,0,3,-0.018518518518518517,processbench_math_qwen3_8b,3,0,1,-0.010942760942760935,math,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::R1_ENTROPY_TOP5::first_error_within_one,C5_ENT_ENERGY,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,-0.015069668267227998,-0.028988141124934568,-0.0013257002716861852,1,0,7,-0.04208754208754212,processbench_math_qwen3_8b,1,0,3,-0.02777777777777779,math,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::R1_ENTROPY_TOP5::clean_abstention_accuracy,C5_ENT_ENERGY,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,0.012291331366246938,0.0035321920584533207,0.021227424974804242,5,0,3,-0.01179941002949858,processbench_olympiadbench_qwen3_8b,4,0,0,0.005181347150259058,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C5_ENT_ENERGY::R1_ENTROPY_TOP5::overall_decision_accuracy,C5_ENT_ENERGY,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,0.006000000000000005,-0.0023750000000000715,0.014624999999999944,5,0,3,-0.008000000000000007,processbench_math_qwen3_8b,4,0,0,0.0020000000000000018,math,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::P2A_TOPK10_REFERENCE::macro_f1,C6_DSP12,P2A_TOPK10_REFERENCE,macro_f1,official_macro_f1,-0.04706219362802894,-0.07337615346715515,-0.021141100620522213,0,0,8,-0.08165877237277486,processbench_omnimath_qwen3_4b,0,0,4,-0.07177370021979265,gsm8k,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C6_DSP12::P2A_TOPK10_REFERENCE::first_error_exact,C6_DSP12,P2A_TOPK10_REFERENCE,first_error_exact,first_error_exact,-0.0546689986315389,-0.073587505972962,-0.03594613233129684,0,0,8,-0.106280193236715,processbench_gsm8k_qwen3_4b,0,0,4,-0.10144927536231885,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::P2A_TOPK10_REFERENCE::first_error_within_one,C6_DSP12,P2A_TOPK10_REFERENCE,first_error_within_one,first_error_within_one,-0.05869890224129515,-0.0787128640423493,-0.0386618475652566,0,0,8,-0.09379727685325262,processbench_olympiadbench_qwen3_4b,0,0,4,-0.08320726172465959,olympiadbench,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::P2A_TOPK10_REFERENCE::clean_abstention_accuracy,C6_DSP12,P2A_TOPK10_REFERENCE,clean_abstention_accuracy,clean_abstention_accuracy,0.025919580694473754,0.013315911917308429,0.0387350292088578,7,1,0,0.0,processbench_gsm8k_qwen3_8b,4,0,0,0.002590673575129515,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::P2A_TOPK10_REFERENCE::overall_decision_accuracy,C6_DSP12,P2A_TOPK10_REFERENCE,overall_decision_accuracy,overall_decision_accuracy,-0.02568750000000003,-0.03793750000000007,-0.01337499999999997,0,0,8,-0.05249999999999999,processbench_gsm8k_qwen3_4b,0,0,4,-0.05125000000000002,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::R1_ENTROPY_TOP5::macro_f1,C6_DSP12,R1_ENTROPY_TOP5,macro_f1,official_macro_f1,-0.035087946207000675,-0.06105103588497823,-0.008924692672391299,0,0,8,-0.0731485935833886,processbench_gsm8k_qwen3_8b,0,0,4,-0.06191055141284843,gsm8k,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C6_DSP12::R1_ENTROPY_TOP5::first_error_exact,C6_DSP12,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,-0.04617509702032496,-0.06487820820184212,-0.027276945052151932,0,0,8,-0.10144927536231885,processbench_gsm8k_qwen3_8b,0,0,4,-0.09178743961352659,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::R1_ENTROPY_TOP5::first_error_within_one,C6_DSP12,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,-0.062136069967583474,-0.08228133805355624,-0.041993875522034846,0,0,8,-0.09661835748792269,processbench_gsm8k_qwen3_4b,0,0,4,-0.08695652173913046,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::R1_ENTROPY_TOP5::clean_abstention_accuracy,C6_DSP12,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,0.04449818141802042,0.03187099635111269,0.0575256704624563,8,0,0,0.005181347150259086,processbench_gsm8k_qwen3_8b,4,0,0,0.012953367875647659,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C6_DSP12::R1_ENTROPY_TOP5::overall_decision_accuracy,C6_DSP12,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,-0.013312500000000005,-0.02550156250000002,-0.0010000000000000009,3,0,5,-0.050000000000000044,processbench_gsm8k_qwen3_8b,1,0,3,-0.04125000000000004,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::macro_f1,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,macro_f1,official_macro_f1,0.002477695783514311,-0.01158192887035074,0.016925978204205577,5,0,3,-0.019566034416305167,processbench_gsm8k_qwen3_8b,3,0,1,-0.01373720736926426,gsm8k,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::first_error_exact,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,first_error_exact,first_error_exact,0.0052549907636075255,-0.005669301096225157,0.016081128424971135,6,0,2,-0.01932367149758457,processbench_gsm8k_qwen3_4b,3,0,1,-0.007246376811594207,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::first_error_within_one,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,first_error_within_one,first_error_within_one,0.006203282357659767,-0.005652900521288684,0.018231067734444665,5,1,2,-0.006051437216338884,processbench_olympiadbench_qwen3_4b,3,0,1,-0.0022692889561270746,olympiadbench,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::clean_abstention_accuracy,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,clean_abstention_accuracy,clean_abstention_accuracy,-0.012121325499297786,-0.0212849597505851,-0.003101086666773311,4,0,4,-0.05699481865284972,processbench_gsm8k_qwen3_8b,0,0,4,-0.023316062176165803,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::P2A_TOPK10_REFERENCE::overall_decision_accuracy,C7_EDIS_ONSET,P2A_TOPK10_REFERENCE,overall_decision_accuracy,overall_decision_accuracy,-0.0012500000000000289,-0.008687500000000015,0.0061875000000000124,3,1,4,-0.025000000000000022,processbench_gsm8k_qwen3_8b,3,0,1,-0.015000000000000013,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::macro_f1,C7_EDIS_ONSET,R1_ENTROPY_TOP5,macro_f1,official_macro_f1,0.014451943204542572,-0.0015384509227582362,0.030818741028209504,7,0,1,-0.020783378984018663,processbench_gsm8k_qwen3_8b,3,0,1,-0.0038740585623200374,gsm8k,16,Bonferroni simultaneous percentile interval across all 16 C1--C8 primary macro-F1 contrasts
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::first_error_exact,C7_EDIS_ONSET,R1_ENTROPY_TOP5,first_error_exact,first_error_exact,0.013748892374821464,0.00144076133557816,0.026031962016329697,7,1,0,0.0,processbench_gsm8k_qwen3_8b,4,0,0,0.0024154589371980506,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::first_error_within_one,C7_EDIS_ONSET,R1_ENTROPY_TOP5,first_error_within_one,first_error_within_one,0.0027661146313714413,-0.010432154188855168,0.015799955794703578,5,0,3,-0.024154589371980673,processbench_gsm8k_qwen3_4b,2,0,2,-0.007246376811594235,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::clean_abstention_accuracy,C7_EDIS_ONSET,R1_ENTROPY_TOP5,clean_abstention_accuracy,clean_abstention_accuracy,0.006457275224248882,-0.0022876879952153845,0.015321762376898734,4,0,4,-0.051813471502590636,processbench_gsm8k_qwen3_8b,3,0,1,-0.012953367875647659,gsm8k,1,unadjusted paired diagnostic percentile interval
pb::C7_EDIS_ONSET::R1_ENTROPY_TOP5::overall_decision_accuracy,C7_EDIS_ONSET,R1_ENTROPY_TOP5,overall_decision_accuracy,overall_decision_accuracy,0.011124999999999996,0.0029375000000000373,0.01937500000000003,5,0,3,-0.025000000000000022,processbench_gsm8k_qwen3_8b,3,0,1,-0.005000000000000032,gsm8k,1,unadjusted paired diagnostic percentile interval
