aurc_x1000,cell,coverage@0.05,coverage@0.1,coverage@0.5,method,n_cal_incorrect_mean,n_cal_incorrect_min,n_scored,sel_acc@0.05,sel_acc@0.1,sel_acc@0.5,sel_acc_sd@0.05,sel_acc_sd@0.1,sel_acc_sd@0.5,valid_rate
29.366986607117088,evdrop_gsm8k_qwen3_4b,0.2417272727272727,0.40862878787878787,0.8454469696969695,ours_UPCR_fullpool,57.255,43,1319,98.05165400545748,97.75962538945898,94.7178686156653,1.029562505226709,0.718797785094166,0.9448982991517234,1.0
29.808077086757574,evdrop_gsm8k_qwen3_4b,0.2579166666666666,0.40721969696969695,0.8450984848484849,shannon_avg,57.255,43,1319,98.18278605272914,97.73865432592054,94.73507800505973,0.9887388216596934,0.8996273518645961,0.9405481410017125,1.0
30.884576141648353,evdrop_gsm8k_qwen3_4b,0.23406818181818181,0.40434090909090914,0.8365833333333333,ln_s_avg,57.255,43,1319,98.06313607157229,97.73004598751854,94.69182170889789,0.9883809351787861,0.8710313166026233,0.9163886544127774,1.0
31.027991438906962,evdrop_gsm8k_qwen3_4b,0.2740984848484848,0.4321439393939394,0.8358863636363637,logtoku_oriented_avg,57.255,43,1319,98.38553749548336,97.88759373205886,94.68945905051021,0.7896143374160305,0.8555357425116379,0.9663248444284006,1.0
31.221169013598814,evdrop_gsm8k_qwen3_4b,0.22101515151515153,0.35897727272727264,0.8440606060606061,ref_lsml_GOOD_6,57.255,43,1319,97.82300778549993,97.4299070386933,94.68550754629071,1.1351344135821406,0.8024904019680503,0.9654265028916885,1.0
33.60063283810456,evdrop_gsm8k_qwen3_4b,0.23491666666666666,0.3786439393939394,0.8229166666666667,shannon_drop,57.255,43,1319,98.05519774998324,97.64854403684862,94.51357359580001,1.0084546282567253,0.9319558426429904,0.923994063950098,1.0
34.546493318389224,evdrop_gsm8k_qwen3_4b,0.2003333333333333,0.32003030303030305,0.8351363636363637,ref_lsml_GOOD_5,57.255,43,1319,97.70038481666276,97.13795469130636,94.59035010825437,1.2754119294087751,0.9167872089871394,0.8739888485127504,1.0
37.5184114170819,evdrop_gsm8k_qwen3_4b,0.22756818181818184,0.3603939393939394,0.8129166666666666,ln_s_drop,57.255,43,1319,98.04079701613568,97.42173077592764,94.53447250824911,1.1251071697465107,1.1205146752876205,0.9485319600283605,1.0
38.151261904802155,evdrop_gsm8k_qwen3_4b,0.1656666666666667,0.30704545454545457,0.8265530303030303,ref_lsml_H16,57.255,43,1319,97.3247691270474,96.92558816839986,94.52105169115458,1.3039376890037986,1.1506393054384059,0.944362259128205,1.0
47.88958677331556,evdrop_gsm8k_qwen3_4b,0.17136363636363633,0.268310606060606,0.7234469696969696,logtoku_drop,57.255,43,1319,97.23562441165356,96.48393670405224,93.84729901993398,1.3692490462890547,1.4514330221288485,0.9340507287044851,1.0
48.271800813831184,evdrop_gsm8k_qwen3_4b,0.17402272727272727,0.23598484848484852,0.6668712121212121,logtoku_oriented_drop,57.255,43,1319,97.44821757708712,96.39514267140035,93.49540559426282,1.6176304313308938,1.4627679394405284,1.0484905756699394,1.0
191.46684007352826,evdrop_gsm8k_qwen3_4b,0.0064469696969696975,0.014916666666666667,0.1588939393939394,logtoku_avg,57.255,43,1319,25.220361197590798,38.03313954587113,72.28714958914357,25.736986444512077,13.381238470256546,3.0692309404293816,1.0
