aurc_x1000,cell,coverage@0.05,coverage@0.1,coverage@0.5,method,n_cal_incorrect_mean,n_cal_incorrect_min,n_scored,sel_acc@0.05,sel_acc@0.1,sel_acc@0.5,sel_acc_sd@0.05,sel_acc_sd@0.1,sel_acc_sd@0.5,valid_rate
5.967631772229473,evdrop_gsm8k_qwen3_8b_pilot,0.8604166666666669,0.8604166666666669,0.8604166666666669,ln_s_avg,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
7.300965105562806,evdrop_gsm8k_qwen3_8b_pilot,0.8284722222222222,0.8284722222222222,0.8284722222222222,shannon_avg,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
10.139129356770535,evdrop_gsm8k_qwen3_8b_pilot,0.7624999999999998,0.7624999999999998,0.7624999999999998,shannon_drop,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
10.139129356770535,evdrop_gsm8k_qwen3_8b_pilot,0.7583333333333333,0.7583333333333333,0.7583333333333333,ln_s_drop,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
10.139129356770535,evdrop_gsm8k_qwen3_8b_pilot,0.7576388888888888,0.7576388888888888,0.7576388888888888,ours_UPCR_fullpool,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
14.908249125890306,evdrop_gsm8k_qwen3_8b_pilot,0.6513888888888889,0.6513888888888889,0.6513888888888889,ref_lsml_GOOD_6,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
14.908249125890306,evdrop_gsm8k_qwen3_8b_pilot,0.6513888888888889,0.6513888888888889,0.6513888888888889,ref_lsml_GOOD_5,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
16.66263509080258,evdrop_gsm8k_qwen3_8b_pilot,0.6222222222222222,0.6222222222222222,0.6222222222222222,ref_lsml_H16,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
20.475271256379923,evdrop_gsm8k_qwen3_8b_pilot,0.5444444444444444,0.5444444444444444,0.5444444444444444,logtoku_drop,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
63.72179325290193,evdrop_gsm8k_qwen3_8b_pilot,0.1409722222222222,0.1409722222222222,0.1409722222222222,logtoku_avg,0.48,0,30,100.0,100.0,100.0,0.0,0.0,0.0,1.0
