method,benchmark,metric,stratum,N,estimate,coverage
BASE,pb,f1,q4,2221,0.3531585923888131,3400
BASE,pb,sla,q8,2221,0.3259714600897262,3400
BASE,pb,tol1,q8,2221,0.5562751105078276,3400
BASE,pb,early,q8,2221,0.31411079042303147,3400
BASE,pb,late,q8,2221,0.3599177494872423,3400
BASE,pb,f1,q8,2221,0.3517132715327101,3400
BASE,prm,within_auc,all,6030,0.7563129531971242,6969
BASE,prm,step_auroc_mean_folds,all,94203,0.7113150514579519,6969
BASE,prm,step_auprc_mean_folds,all,94203,0.32194598732772245,6969
BASE,prm,prmscore_inner_raw,all,6211,0.6351931060373246,6969
BASE,prm,prmscore_q80_raw,all,6211,0.6335055993384641,6969
BASE,prm,prmscore_inner_answer_z,all,6211,0.6351749290662272,6969
BASE,prm,prmscore_q80_answer_z,all,6211,0.6343530333531797,6969
BASE,prm,within_auc,kind=single,1964,0.8374767386160804,1964
BASE,prm,within_auc,kind=multi,4066,0.7171084095269744,4066
BASE,pb,sla,depth=2-5,1312,0.42073170731707316,1312
BASE,prm,within_auc,depth=2-5,395,0.789662447257384,395
BASE,pb,sla,depth=6-10,2308,0.2885615251299827,2308
BASE,prm,within_auc,depth=6-10,2527,0.7737264684267059,2527
BASE,pb,sla,depth=11+,822,0.14476885644768855,822
BASE,prm,within_auc,depth=11+,3108,0.7379162340404463,3108
R_TEMP,pb,sla,pb_gsm8k_q4,207,0.42995169082125606,400
R_TEMP,pb,tol1,pb_gsm8k_q4,207,0.6280193236714976,400
R_TEMP,pb,early,pb_gsm8k_q4,207,0.2995169082125604,400
R_TEMP,pb,late,pb_gsm8k_q4,207,0.27053140096618356,400
R_TEMP,pb,f1,pb_gsm8k_q4,207,0.4111258278145695,400
R_TEMP,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
R_TEMP,pb,gated_err_acc,pb_gsm8k_q4,207,0.34782608695652173,400
R_TEMP,pb,sla,pb_gsm8k_q8,207,0.41545893719806765,400
R_TEMP,pb,tol1,pb_gsm8k_q8,207,0.6376811594202898,400
R_TEMP,pb,early,pb_gsm8k_q8,207,0.2946859903381642,400
R_TEMP,pb,late,pb_gsm8k_q8,207,0.2898550724637681,400
R_TEMP,pb,f1,pb_gsm8k_q8,207,0.39748953974895396,400
R_TEMP,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
R_TEMP,pb,gated_err_acc,pb_gsm8k_q8,207,0.3333333333333333,400
R_TEMP,pb,sla,pb_math_q4,594,0.30303030303030304,1000
R_TEMP,pb,tol1,pb_math_q4,594,0.5555555555555556,1000
R_TEMP,pb,early,pb_math_q4,594,0.3367003367003367,1000
R_TEMP,pb,late,pb_math_q4,594,0.3602693602693603,1000
R_TEMP,pb,f1,pb_math_q4,594,0.36434373080335813,1000
R_TEMP,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
R_TEMP,pb,gated_err_acc,pb_math_q4,594,0.26430976430976433,1000
R_TEMP,pb,sla,pb_math_q8,594,0.3265993265993266,1000
R_TEMP,pb,tol1,pb_math_q8,594,0.5538720538720538,1000
R_TEMP,pb,early,pb_math_q8,594,0.30303030303030304,1000
R_TEMP,pb,late,pb_math_q8,594,0.37037037037037035,1000
R_TEMP,pb,f1,pb_math_q8,594,0.3723125072897633,1000
R_TEMP,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
R_TEMP,pb,gated_err_acc,pb_math_q8,594,0.27441077441077444,1000
R_TEMP,pb,sla,pb_olympiadbench_q4,661,0.22995461422087746,1000
R_TEMP,pb,tol1,pb_olympiadbench_q4,661,0.47655068078668683,1000
R_TEMP,pb,early,pb_olympiadbench_q4,661,0.48411497730711045,1000
R_TEMP,pb,late,pb_olympiadbench_q4,661,0.2859304084720121,1000
R_TEMP,pb,f1,pb_olympiadbench_q4,661,0.2782976085234383,1000
R_TEMP,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
R_TEMP,pb,gated_err_acc,pb_olympiadbench_q4,661,0.1815431164901664,1000
R_TEMP,pb,sla,pb_olympiadbench_q8,661,0.25718608169440244,1000
R_TEMP,pb,tol1,pb_olympiadbench_q8,661,0.4750378214826021,1000
R_TEMP,pb,early,pb_olympiadbench_q8,661,0.4462934947049924,1000
R_TEMP,pb,late,pb_olympiadbench_q8,661,0.29652042360060515,1000
R_TEMP,pb,f1,pb_olympiadbench_q8,661,0.3090975800754618,1000
R_TEMP,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
R_TEMP,pb,gated_err_acc,pb_olympiadbench_q8,661,0.20726172465960666,1000
R_TEMP,pb,sla,pb_omnimath_q4,759,0.2648221343873518,1000
R_TEMP,pb,tol1,pb_omnimath_q4,759,0.5085638998682477,1000
R_TEMP,pb,early,pb_omnimath_q4,759,0.4005270092226614,1000
R_TEMP,pb,late,pb_omnimath_q4,759,0.3346508563899868,1000
R_TEMP,pb,f1,pb_omnimath_q4,759,0.30213578746310127,1000
R_TEMP,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
R_TEMP,pb,gated_err_acc,pb_omnimath_q4,759,0.19104084321475626,1000
R_TEMP,pb,sla,pb_omnimath_q8,759,0.2490118577075099,1000
R_TEMP,pb,tol1,pb_omnimath_q8,759,0.49538866930171277,1000
R_TEMP,pb,early,pb_omnimath_q8,759,0.3965744400527009,1000
R_TEMP,pb,late,pb_omnimath_q8,759,0.3544137022397892,1000
R_TEMP,pb,f1,pb_omnimath_q8,759,0.2792043837607096,1000
R_TEMP,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
R_TEMP,pb,gated_err_acc,pb_omnimath_q8,759,0.1725955204216074,1000
R_TEMP,pb,sla,macro8,4442,0.30950186820738684,6800
R_TEMP,pb,tol1,macro8,4442,0.5413336454948308,6800
R_TEMP,pb,early,macro8,4442,0.37018043244610366,6800
R_TEMP,pb,late,macro8,4442,0.32031769934650944,6800
R_TEMP,pb,f1,macro8,4442,0.3392508706849195,6800
R_TEMP,pb,sla,q4,2221,0.3069396856149471,3400
R_TEMP,pb,tol1,q4,2221,0.5421723649704969,3400
R_TEMP,pb,early,q4,2221,0.38021480786066725,3400
R_TEMP,pb,late,q4,2221,0.3128455065243857,3400
R_TEMP,pb,f1,q4,2221,0.3389757386511168,3400
R_TEMP,pb,sla,q8,2221,0.3120640507998267,3400
R_TEMP,pb,tol1,q8,2221,0.5404949260191646,3400
R_TEMP,pb,early,q8,2221,0.3601460570315401,3400
R_TEMP,pb,late,q8,2221,0.3277898921686332,3400
R_TEMP,pb,f1,q8,2221,0.3395260027187222,3400
R_TEMP,prm,within_auc,all,6030,0.7470714425308288,6969
R_TEMP,prm,step_auroc_mean_folds,all,94203,0.7014294212118335,6969
R_TEMP,prm,step_auprc_mean_folds,all,94203,0.30229420161343573,6969
R_TEMP,prm,prmscore_inner_raw,all,6211,0.6262940286535081,6969
R_TEMP,prm,prmscore_q80_raw,all,6211,0.6245174535065917,6969
R_TEMP,prm,prmscore_inner_answer_z,all,6211,0.6295531689475254,6969
R_TEMP,prm,prmscore_q80_answer_z,all,6211,0.6295995969785463,6969
R_TEMP,prm,within_auc,kind=single,1964,0.8331573282678678,1964
R_TEMP,prm,within_auc,kind=multi,4066,0.705489376719824,4066
R_TEMP,pb,sla,depth=2-5,1312,0.4070121951219512,1312
R_TEMP,prm,within_auc,depth=2-5,395,0.7729957805907173,395
R_TEMP,pb,sla,depth=6-10,2308,0.26646447140381285,2308
R_TEMP,prm,within_auc,depth=6-10,2527,0.7620490920283164,2527
R_TEMP,pb,sla,depth=11+,822,0.1362530413625304,822
R_TEMP,prm,within_auc,depth=11+,3108,0.7315989091287028,3108
R_ZERO,pb,sla,pb_gsm8k_q4,207,0.4106280193236715,400
R_ZERO,pb,tol1,pb_gsm8k_q4,207,0.6328502415458938,400
R_ZERO,pb,early,pb_gsm8k_q4,207,0.28502415458937197,400
R_ZERO,pb,late,pb_gsm8k_q4,207,0.30434782608695654,400
R_ZERO,pb,f1,pb_gsm8k_q4,207,0.4042990264669981,400
R_ZERO,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
R_ZERO,pb,gated_err_acc,pb_gsm8k_q4,207,0.33816425120772947,400
R_ZERO,pb,sla,pb_gsm8k_q8,207,0.43478260869565216,400
R_ZERO,pb,tol1,pb_gsm8k_q8,207,0.6521739130434783,400
R_ZERO,pb,early,pb_gsm8k_q8,207,0.27053140096618356,400
R_ZERO,pb,late,pb_gsm8k_q8,207,0.2946859903381642,400
R_ZERO,pb,f1,pb_gsm8k_q8,207,0.410914262013391,400
R_ZERO,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
R_ZERO,pb,gated_err_acc,pb_gsm8k_q8,207,0.3526570048309179,400
R_ZERO,pb,sla,pb_math_q4,594,0.29797979797979796,1000
R_ZERO,pb,tol1,pb_math_q4,594,0.5589225589225589,1000
R_ZERO,pb,early,pb_math_q4,594,0.25757575757575757,1000
R_ZERO,pb,late,pb_math_q4,594,0.4444444444444444,1000
R_ZERO,pb,f1,pb_math_q4,594,0.3595166163141994,1000
R_ZERO,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
R_ZERO,pb,gated_err_acc,pb_math_q4,594,0.25925925925925924,1000
R_ZERO,pb,sla,pb_math_q8,594,0.31986531986531985,1000
R_ZERO,pb,tol1,pb_math_q8,594,0.5589225589225589,1000
R_ZERO,pb,early,pb_math_q8,594,0.23905723905723905,1000
R_ZERO,pb,late,pb_math_q8,594,0.44107744107744107,1000
R_ZERO,pb,f1,pb_math_q8,594,0.36606513049612044,1000
R_ZERO,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
R_ZERO,pb,gated_err_acc,pb_math_q8,594,0.2676767676767677,1000
R_ZERO,pb,sla,pb_olympiadbench_q4,661,0.2844175491679274,1000
R_ZERO,pb,tol1,pb_olympiadbench_q4,661,0.5370650529500757,1000
R_ZERO,pb,early,pb_olympiadbench_q4,661,0.3524962178517398,1000
R_ZERO,pb,late,pb_olympiadbench_q4,661,0.3630862329803328,1000
R_ZERO,pb,f1,pb_olympiadbench_q4,661,0.3286833141691797,1000
R_ZERO,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
R_ZERO,pb,gated_err_acc,pb_olympiadbench_q4,661,0.22692889561270801,1000
R_ZERO,pb,sla,pb_olympiadbench_q8,661,0.2723146747352496,1000
R_ZERO,pb,tol1,pb_olympiadbench_q8,661,0.4977307110438729,1000
R_ZERO,pb,early,pb_olympiadbench_q8,661,0.3358547655068079,1000
R_ZERO,pb,late,pb_olympiadbench_q8,661,0.3918305597579425,1000
R_ZERO,pb,f1,pb_olympiadbench_q8,661,0.320723097382448,1000
R_ZERO,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
R_ZERO,pb,gated_err_acc,pb_olympiadbench_q8,661,0.2178517397881997,1000
R_ZERO,pb,sla,pb_omnimath_q4,759,0.2898550724637681,1000
R_ZERO,pb,tol1,pb_omnimath_q4,759,0.5217391304347826,1000
R_ZERO,pb,early,pb_omnimath_q4,759,0.2490118577075099,1000
R_ZERO,pb,late,pb_omnimath_q4,759,0.461133069828722,1000
R_ZERO,pb,f1,pb_omnimath_q4,759,0.3199773667645083,1000
R_ZERO,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
R_ZERO,pb,gated_err_acc,pb_omnimath_q4,759,0.20553359683794467,1000
R_ZERO,pb,sla,pb_omnimath_q8,759,0.27009222661396576,1000
R_ZERO,pb,tol1,pb_omnimath_q8,759,0.5072463768115942,1000
R_ZERO,pb,early,pb_omnimath_q8,759,0.25428194993412384,1000
R_ZERO,pb,late,pb_omnimath_q8,759,0.4756258234519104,1000
R_ZERO,pb,f1,pb_omnimath_q8,759,0.3061575873759696,1000
R_ZERO,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
R_ZERO,pb,gated_err_acc,pb_omnimath_q8,759,0.19367588932806323,1000
R_ZERO,pb,sla,macro8,4442,0.32249190860566906,6800
R_ZERO,pb,tol1,macro8,4442,0.5583313179593519,6800
R_ZERO,pb,early,macro8,4442,0.28047916789859173,6800
R_ZERO,pb,late,macro8,4442,0.39702892349573926,6800
R_ZERO,pb,f1,macro8,4442,0.35204205012285184,6800
R_ZERO,pb,sla,q4,2221,0.3207201097337912,3400
R_ZERO,pb,tol1,q4,2221,0.5626442459633277,3400
R_ZERO,pb,early,q4,2221,0.2860269969310948,3400
R_ZERO,pb,late,q4,2221,0.39325289333511393,3400
R_ZERO,pb,f1,q4,2221,0.35311908092872135,3400
R_ZERO,pb,sla,q8,2221,0.32426370747754685,3400
R_ZERO,pb,tol1,q8,2221,0.5540183899553761,3400
R_ZERO,pb,early,q8,2221,0.27493133886608856,3400
R_ZERO,pb,late,q8,2221,0.40080495365636454,3400
R_ZERO,pb,f1,q8,2221,0.35096501931698226,3400
R_ZERO,prm,within_auc,all,6030,0.7566207962128939,6969
R_ZERO,prm,step_auroc_mean_folds,all,94203,0.7137275791281106,6969
R_ZERO,prm,step_auprc_mean_folds,all,94203,0.3189343312281248,6969
R_ZERO,prm,prmscore_inner_raw,all,6211,0.6373173249308013,6969
R_ZERO,prm,prmscore_q80_raw,all,6211,0.6355629688640897,6969
R_ZERO,prm,prmscore_inner_answer_z,all,6211,0.6391441262114745,6969
R_ZERO,prm,prmscore_q80_answer_z,all,6211,0.6371577162650561,6969
R_ZERO,prm,within_auc,kind=single,1964,0.8395068901777025,1964
R_ZERO,prm,within_auc,kind=multi,4066,0.7165843258373691,4066
R_ZERO,pb,sla,depth=2-5,1312,0.41234756097560976,1312
R_ZERO,prm,within_auc,depth=2-5,395,0.789873417721519,395
R_ZERO,pb,sla,depth=6-10,2308,0.28942807625649913,2308
R_ZERO,prm,within_auc,depth=6-10,2527,0.7714182228754846,2527
R_ZERO,pb,sla,depth=11+,822,0.15328467153284672,822
R_ZERO,prm,within_auc,depth=11+,3108,0.7403634337057274,3108
R_NORESET,pb,sla,pb_gsm8k_q4,207,0.4251207729468599,400
R_NORESET,pb,tol1,pb_gsm8k_q4,207,0.6328502415458938,400
R_NORESET,pb,early,pb_gsm8k_q4,207,0.3188405797101449,400
R_NORESET,pb,late,pb_gsm8k_q4,207,0.2560386473429952,400
R_NORESET,pb,f1,pb_gsm8k_q4,207,0.4111258278145695,400
R_NORESET,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
R_NORESET,pb,gated_err_acc,pb_gsm8k_q4,207,0.34782608695652173,400
R_NORESET,pb,sla,pb_gsm8k_q8,207,0.4057971014492754,400
R_NORESET,pb,tol1,pb_gsm8k_q8,207,0.6376811594202898,400
R_NORESET,pb,early,pb_gsm8k_q8,207,0.32367149758454106,400
R_NORESET,pb,late,pb_gsm8k_q8,207,0.27053140096618356,400
R_NORESET,pb,f1,pb_gsm8k_q8,207,0.39748953974895396,400
R_NORESET,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
R_NORESET,pb,gated_err_acc,pb_gsm8k_q8,207,0.3333333333333333,400
R_NORESET,pb,sla,pb_math_q4,594,0.30303030303030304,1000
R_NORESET,pb,tol1,pb_math_q4,594,0.5420875420875421,1000
R_NORESET,pb,early,pb_math_q4,594,0.34175084175084175,1000
R_NORESET,pb,late,pb_math_q4,594,0.3552188552188552,1000
R_NORESET,pb,f1,pb_math_q4,594,0.36274107509232667,1000
R_NORESET,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
R_NORESET,pb,gated_err_acc,pb_math_q4,594,0.26262626262626265,1000
R_NORESET,pb,sla,pb_math_q8,594,0.3063973063973064,1000
R_NORESET,pb,tol1,pb_math_q8,594,0.5505050505050505,1000
R_NORESET,pb,early,pb_math_q8,594,0.3434343434343434,1000
R_NORESET,pb,late,pb_math_q8,594,0.3501683501683502,1000
R_NORESET,pb,f1,pb_math_q8,594,0.35971755875962863,1000
R_NORESET,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
R_NORESET,pb,gated_err_acc,pb_math_q8,594,0.2609427609427609,1000
R_NORESET,pb,sla,pb_olympiadbench_q4,661,0.23600605143721634,1000
R_NORESET,pb,tol1,pb_olympiadbench_q4,661,0.47806354009077157,1000
R_NORESET,pb,early,pb_olympiadbench_q4,661,0.4826021180030257,1000
R_NORESET,pb,late,pb_olympiadbench_q4,661,0.2813918305597579,1000
R_NORESET,pb,f1,pb_olympiadbench_q4,661,0.29057341073198356,1000
R_NORESET,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
R_NORESET,pb,gated_err_acc,pb_olympiadbench_q4,661,0.19213313161875945,1000
R_NORESET,pb,sla,pb_olympiadbench_q8,661,0.2314674735249622,1000
R_NORESET,pb,tol1,pb_olympiadbench_q8,661,0.4493192133131619,1000
R_NORESET,pb,early,pb_olympiadbench_q8,661,0.5007564296520424,1000
R_NORESET,pb,late,pb_olympiadbench_q8,661,0.26777609682299547,1000
R_NORESET,pb,f1,pb_olympiadbench_q8,661,0.28668589578119213,1000
R_NORESET,pb,clean_acc,pb_olympiadbench_q8,339,0.6076696165191741,1000
R_NORESET,pb,gated_err_acc,pb_olympiadbench_q8,661,0.1875945537065053,1000
R_NORESET,pb,sla,pb_omnimath_q4,759,0.25823451910408435,1000
R_NORESET,pb,tol1,pb_omnimath_q4,759,0.4874835309617918,1000
R_NORESET,pb,early,pb_omnimath_q4,759,0.37417654808959155,1000
R_NORESET,pb,late,pb_omnimath_q4,759,0.3675889328063241,1000
R_NORESET,pb,f1,pb_omnimath_q4,759,0.2988308342691062,1000
R_NORESET,pb,clean_acc,pb_omnimath_q4,241,0.7219917012448133,1000
R_NORESET,pb,gated_err_acc,pb_omnimath_q4,759,0.18840579710144928,1000
R_NORESET,pb,sla,pb_omnimath_q8,759,0.2437417654808959,1000
R_NORESET,pb,tol1,pb_omnimath_q8,759,0.47299077733860345,1000
R_NORESET,pb,early,pb_omnimath_q8,759,0.41106719367588934,1000
R_NORESET,pb,late,pb_omnimath_q8,759,0.3451910408432148,1000
R_NORESET,pb,f1,pb_omnimath_q8,759,0.2843535610508928,1000
R_NORESET,pb,clean_acc,pb_omnimath_q8,241,0.7302904564315352,1000
R_NORESET,pb,gated_err_acc,pb_omnimath_q8,759,0.17654808959156784,1000
R_NORESET,pb,sla,macro8,4442,0.30122441167136293,6800
R_NORESET,pb,tol1,macro8,4442,0.5313726319078881,6800
R_NORESET,pb,early,macro8,4442,0.3870374439875525,6800
R_NORESET,pb,late,macro8,4442,0.3117381443410846,6800
R_NORESET,pb,f1,macro8,4442,0.33643971290608166,6800
R_NORESET,pb,sla,q4,2221,0.3055979116296159,3400
R_NORESET,pb,tol1,q4,2221,0.5351212136714998,3400
R_NORESET,pb,early,q4,2221,0.379342521888401,3400
R_NORESET,pb,late,q4,2221,0.3150595664819831,3400
R_NORESET,pb,f1,q4,2221,0.3408177869769965,3400
R_NORESET,pb,sla,q8,2221,0.29685091171311,3400
R_NORESET,pb,tol1,q8,2221,0.5276240501442764,3400
R_NORESET,pb,early,q8,2221,0.3947323660867041,3400
R_NORESET,pb,late,q8,2221,0.308416722200186,3400
R_NORESET,pb,f1,q8,2221,0.33206163883516693,3400
R_NORESET,prm,within_auc,all,6030,0.7439697992739396,6969
R_NORESET,prm,step_auroc_mean_folds,all,94203,0.7004358910253984,6969
R_NORESET,prm,step_auprc_mean_folds,all,94203,0.3011184479882473,6969
R_NORESET,prm,prmscore_inner_raw,all,6211,0.6272807758766366,6969
R_NORESET,prm,prmscore_q80_raw,all,6211,0.625272219966953,6969
R_NORESET,prm,prmscore_inner_answer_z,all,6211,0.629645118774457,6969
R_NORESET,prm,prmscore_q80_answer_z,all,6211,0.6280017568332554,6969
R_NORESET,prm,within_auc,kind=single,1964,0.8287056594220339,1964
R_NORESET,prm,within_auc,kind=multi,4066,0.7030398363298035,4066
R_NORESET,pb,sla,depth=2-5,1312,0.39634146341463417,1312
R_NORESET,prm,within_auc,depth=2-5,395,0.7668776371308017,395
R_NORESET,pb,sla,depth=6-10,2308,0.2595320623916811,2308
R_NORESET,prm,within_auc,depth=6-10,2527,0.7572523256763463,2527
R_NORESET,pb,sla,depth=11+,822,0.12773722627737227,822
R_NORESET,prm,within_auc,depth=11+,3108,0.7302588790125681,3108
R_ONLY,pb,sla,pb_gsm8k_q4,207,0.1932367149758454,400
R_ONLY,pb,tol1,pb_gsm8k_q4,207,0.48792270531400966,400
R_ONLY,pb,early,pb_gsm8k_q4,207,0.7439613526570048,400
R_ONLY,pb,late,pb_gsm8k_q4,207,0.06280193236714976,400
R_ONLY,pb,f1,pb_gsm8k_q4,207,0.22497970543894238,400
R_ONLY,pb,clean_acc,pb_gsm8k_q4,193,0.5025906735751295,400
R_ONLY,pb,gated_err_acc,pb_gsm8k_q4,207,0.14492753623188406,400
R_ONLY,pb,sla,pb_gsm8k_q8,207,0.2463768115942029,400
R_ONLY,pb,tol1,pb_gsm8k_q8,207,0.5362318840579711,400
R_ONLY,pb,early,pb_gsm8k_q8,207,0.5700483091787439,400
R_ONLY,pb,late,pb_gsm8k_q8,207,0.18357487922705315,400
R_ONLY,pb,f1,pb_gsm8k_q8,207,0.2570172472100102,400
R_ONLY,pb,clean_acc,pb_gsm8k_q8,193,0.49222797927461137,400
R_ONLY,pb,gated_err_acc,pb_gsm8k_q8,207,0.17391304347826086,400
R_ONLY,pb,sla,pb_math_q4,594,0.22727272727272727,1000
R_ONLY,pb,tol1,pb_math_q4,594,0.4882154882154882,1000
R_ONLY,pb,early,pb_math_q4,594,0.6784511784511784,1000
R_ONLY,pb,late,pb_math_q4,594,0.09427609427609428,1000
R_ONLY,pb,f1,pb_math_q4,594,0.29297281236071904,1000
R_ONLY,pb,clean_acc,pb_math_q4,406,0.5862068965517241,1000
R_ONLY,pb,gated_err_acc,pb_math_q4,594,0.19528619528619529,1000
R_ONLY,pb,sla,pb_math_q8,594,0.265993265993266,1000
R_ONLY,pb,tol1,pb_math_q8,594,0.5084175084175084,1000
R_ONLY,pb,early,pb_math_q8,594,0.49326599326599324,1000
R_ONLY,pb,late,pb_math_q8,594,0.24074074074074073,1000
R_ONLY,pb,f1,pb_math_q8,594,0.3263888888888889,1000
R_ONLY,pb,clean_acc,pb_math_q8,406,0.5788177339901478,1000
R_ONLY,pb,gated_err_acc,pb_math_q8,594,0.22727272727272727,1000
R_ONLY,pb,sla,pb_olympiadbench_q4,661,0.12708018154311648,1000
R_ONLY,pb,tol1,pb_olympiadbench_q4,661,0.3434190620272315,1000
R_ONLY,pb,early,pb_olympiadbench_q4,661,0.7806354009077155,1000
R_ONLY,pb,late,pb_olympiadbench_q4,661,0.09228441754916793,1000
R_ONLY,pb,f1,pb_olympiadbench_q4,661,0.17765258455322377,1000
R_ONLY,pb,clean_acc,pb_olympiadbench_q4,339,0.5958702064896755,1000
R_ONLY,pb,gated_err_acc,pb_olympiadbench_q4,661,0.1043872919818457,1000
R_ONLY,pb,sla,pb_olympiadbench_q8,661,0.18608169440242056,1000
R_ONLY,pb,tol1,pb_olympiadbench_q8,661,0.4084720121028744,1000
R_ONLY,pb,early,pb_olympiadbench_q8,661,0.5885022692889561,1000
