budget,group,is_final,label_error,method,score,trace_id,trace_length,unit_index
16,gsm8k-9,False,1,mean_entropy,0.08508868336567232,gsm8k-9,405,1
16,gsm8k-9,False,1,max_entropy,0.647790253162384,gsm8k-9,405,1
16,gsm8k-9,False,1,deepconf_entropy_w32,0.08508868336567232,gsm8k-9,405,1
16,gsm8k-9,False,1,deepconf_entropy_w64,0.08508868336567232,gsm8k-9,405,1
16,gsm8k-9,False,1,iu28_no_length,0.010324333015480207,gsm8k-9,405,1
16,gsm8k-9,False,1,global_gl_liu_no_length,-1.3615456798569456,gsm8k-9,405,1
16,gsm8k-9,False,1,global_gl_liu_elapsed_length,-1.4300128099447902,gsm8k-9,405,1
16,gsm8k-9,False,1,local_temporal_gl_liu_max,-0.18937095228827075,gsm8k-9,405,1
16,gsm8k-9,False,1,local_dufs_gl_liu_top5,-0.05687955991590991,gsm8k-9,405,1
16,gsm8k-9,False,1,cusum_max,0.4902855433619422,gsm8k-9,405,1
16,gsm8k-9,False,1,sw_var_peak,0.042062370234549055,gsm8k-9,405,1
16,gsm8k-9,False,1,fused_gl_liu,-2.8635884705331103,gsm8k-9,405,1
16,gsm8k-9,False,1,cusum_swvar_equal,-2.0071353747447622,gsm8k-9,405,1
32,gsm8k-9,False,1,mean_entropy,0.20402310928225553,gsm8k-9,405,1
32,gsm8k-9,False,1,max_entropy,1.2221815586090088,gsm8k-9,405,1
32,gsm8k-9,False,1,deepconf_entropy_w32,0.20402310928225553,gsm8k-9,405,1
32,gsm8k-9,False,1,deepconf_entropy_w64,0.20402310928225553,gsm8k-9,405,1
32,gsm8k-9,False,1,iu28_no_length,0.3853419529045533,gsm8k-9,405,1
32,gsm8k-9,False,1,global_gl_liu_no_length,-0.5448179887065168,gsm8k-9,405,1
32,gsm8k-9,False,1,global_gl_liu_elapsed_length,-0.6156129568147526,gsm8k-9,405,1
32,gsm8k-9,False,1,local_temporal_gl_liu_max,-0.03747823087939516,gsm8k-9,405,1
32,gsm8k-9,False,1,local_dufs_gl_liu_top5,0.013587991150696768,gsm8k-9,405,1
32,gsm8k-9,False,1,cusum_max,1.9700861947796486,gsm8k-9,405,1
32,gsm8k-9,False,1,sw_var_peak,0.13954187468484108,gsm8k-9,405,1
32,gsm8k-9,False,1,fused_gl_liu,-1.704136400067527,gsm8k-9,405,1
32,gsm8k-9,False,1,cusum_swvar_equal,-1.5033076642557752,gsm8k-9,405,1
64,gsm8k-9,False,1,mean_entropy,0.2694914600052223,gsm8k-9,405,1
64,gsm8k-9,False,1,max_entropy,1.6669600009918213,gsm8k-9,405,1
64,gsm8k-9,False,1,deepconf_entropy_w32,0.33495981072818903,gsm8k-9,405,1
64,gsm8k-9,False,1,deepconf_entropy_w64,0.2694914600052223,gsm8k-9,405,1
64,gsm8k-9,False,1,iu28_no_length,0.6792336885977498,gsm8k-9,405,1
64,gsm8k-9,False,1,global_gl_liu_no_length,-0.11750372299335975,gsm8k-9,405,1
64,gsm8k-9,False,1,global_gl_liu_elapsed_length,-0.18792107700091354,gsm8k-9,405,1
64,gsm8k-9,False,1,local_temporal_gl_liu_max,0.13268992091990398,gsm8k-9,405,1
64,gsm8k-9,False,1,local_dufs_gl_liu_top5,0.22775116013899713,gsm8k-9,405,1
64,gsm8k-9,False,1,cusum_max,3.548153395634106,gsm8k-9,405,1
64,gsm8k-9,False,1,sw_var_peak,0.28137694343160335,gsm8k-9,405,1
64,gsm8k-9,False,1,fused_gl_liu,-0.6900069123109535,gsm8k-9,405,1
64,gsm8k-9,False,1,cusum_swvar_equal,-0.803302101895749,gsm8k-9,405,1
128,gsm8k-9,False,1,mean_entropy,0.22258635803710422,gsm8k-9,405,1
128,gsm8k-9,False,1,max_entropy,1.6669600009918213,gsm8k-9,405,1
128,gsm8k-9,False,1,deepconf_entropy_w32,0.38703016579253813,gsm8k-9,405,1
128,gsm8k-9,False,1,deepconf_entropy_w64,0.34375741157579887,gsm8k-9,405,1
128,gsm8k-9,False,1,iu28_no_length,0.6754112821790987,gsm8k-9,405,1
128,gsm8k-9,False,1,global_gl_liu_no_length,-0.17000544087899228,gsm8k-9,405,1
128,gsm8k-9,False,1,global_gl_liu_elapsed_length,-0.22096906628362525,gsm8k-9,405,1
128,gsm8k-9,False,1,local_temporal_gl_liu_max,0.3169318770718182,gsm8k-9,405,1
128,gsm8k-9,False,1,local_dufs_gl_liu_top5,0.2955917948342373,gsm8k-9,405,1
128,gsm8k-9,False,1,cusum_max,5.554984631733546,gsm8k-9,405,1
128,gsm8k-9,False,1,sw_var_peak,0.28137694343160335,gsm8k-9,405,1
128,gsm8k-9,False,1,fused_gl_liu,-0.598200554867178,gsm8k-9,405,1
128,gsm8k-9,False,1,cusum_swvar_equal,-0.6878776751548933,gsm8k-9,405,1
256,gsm8k-9,False,1,mean_entropy,0.20126010590812715,gsm8k-9,405,1
256,gsm8k-9,False,1,max_entropy,1.6669600009918213,gsm8k-9,405,1
256,gsm8k-9,False,1,deepconf_entropy_w32,0.38703016579253813,gsm8k-9,405,1
256,gsm8k-9,False,1,deepconf_entropy_w64,0.34375741157579887,gsm8k-9,405,1
256,gsm8k-9,False,1,iu28_no_length,0.6798479141114859,gsm8k-9,405,1
256,gsm8k-9,False,1,global_gl_liu_no_length,-0.18905373941461814,gsm8k-9,405,1
256,gsm8k-9,False,1,global_gl_liu_elapsed_length,-0.19350200207843637,gsm8k-9,405,1
256,gsm8k-9,False,1,local_temporal_gl_liu_max,0.46567371068030544,gsm8k-9,405,1
256,gsm8k-9,False,1,local_dufs_gl_liu_top5,0.3641653645325403,gsm8k-9,405,1
256,gsm8k-9,False,1,cusum_max,7.2610848020517125,gsm8k-9,405,1
256,gsm8k-9,False,1,sw_var_peak,0.28137694343160335,gsm8k-9,405,1
256,gsm8k-9,False,1,fused_gl_liu,-0.46385223394371067,gsm8k-9,405,1
256,gsm8k-9,False,1,cusum_swvar_equal,-0.5897500246683463,gsm8k-9,405,1
405,gsm8k-9,True,1,mean_entropy,0.15865215700579918,gsm8k-9,405,1
405,gsm8k-9,True,1,max_entropy,1.6916711330413818,gsm8k-9,405,1
405,gsm8k-9,True,1,deepconf_entropy_w32,0.38703016579253813,gsm8k-9,405,1
405,gsm8k-9,True,1,deepconf_entropy_w64,0.34375741157579887,gsm8k-9,405,1
405,gsm8k-9,True,1,iu28_no_length,0.687248537162594,gsm8k-9,405,1
405,gsm8k-9,True,1,global_gl_liu_no_length,-0.3024084541857933,gsm8k-9,405,1
405,gsm8k-9,True,1,global_gl_liu_elapsed_length,-0.2641718379482939,gsm8k-9,405,1
405,gsm8k-9,True,1,local_temporal_gl_liu_max,0.5658161837062861,gsm8k-9,405,1
405,gsm8k-9,True,1,local_dufs_gl_liu_top5,0.4272205022348347,gsm8k-9,405,1
405,gsm8k-9,True,1,cusum_max,11.428652099906994,gsm8k-9,405,1
405,gsm8k-9,True,1,sw_var_peak,0.28137694343160335,gsm8k-9,405,1
405,gsm8k-9,True,1,fused_gl_liu,-0.4573660925003542,gsm8k-9,405,1
405,gsm8k-9,True,1,cusum_swvar_equal,-0.35004921794089533,gsm8k-9,405,1
16,gsm8k-21,False,1,mean_entropy,0.1407070895469671,gsm8k-21,345,5
16,gsm8k-21,False,1,max_entropy,0.6811051964759827,gsm8k-21,345,5
16,gsm8k-21,False,1,deepconf_entropy_w32,0.1407070895469671,gsm8k-21,345,5
16,gsm8k-21,False,1,deepconf_entropy_w64,0.1407070895469671,gsm8k-21,345,5
16,gsm8k-21,False,1,iu28_no_length,0.044178361214582906,gsm8k-21,345,5
16,gsm8k-21,False,1,global_gl_liu_no_length,-0.7919048486865523,gsm8k-21,345,5
16,gsm8k-21,False,1,global_gl_liu_elapsed_length,-0.8786183546026787,gsm8k-21,345,5
16,gsm8k-21,False,1,local_temporal_gl_liu_max,-0.16933404691717094,gsm8k-21,345,5
16,gsm8k-21,False,1,local_dufs_gl_liu_top5,-0.054622398094691334,gsm8k-21,345,5
16,gsm8k-21,False,1,cusum_max,0.6465587201621688,gsm8k-21,345,5
16,gsm8k-21,False,1,sw_var_peak,0.05018714201709548,gsm8k-21,345,5
