version,world,replicate,seed,config,config_hash,arm,lambda,auroc,delta_vs_iu_pp,auprc,target_correlation,nuisance_correlation,weight_cosine_vs_iu,weight_norm,score_variance,score_spearman_vs_iu,mean_abs_percentile_rank_change_vs_iu,condition_number,score_laplacian_energy
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,iu,0.0,0.921875,0.0,0.9278848305396754,0.9768858291897681,0.02980957450503839,0.9999999999864742,0.27190407545994033,0.33935344530334033,1.0,0.0,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,iu,0.01,0.921875,0.0,0.9278848305396754,0.9768858291897681,0.02980957450503839,0.9999999999864742,0.27190407545994033,0.33935344530334033,1.0,0.0,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,iu,0.03,0.921875,0.0,0.9278848305396754,0.9768858291897681,0.02980957450503839,0.9999999999864742,0.27190407545994033,0.33935344530334033,1.0,0.0,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,iu,0.1,0.921875,0.0,0.9278848305396754,0.9768858291897681,0.02980957450503839,0.9999999999864742,0.27190407545994033,0.33935344530334033,1.0,0.0,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,iu,0.3,0.921875,0.0,0.9278848305396754,0.9768858291897681,0.02980957450503839,0.9999999999864742,0.27190407545994033,0.33935344530334033,1.0,0.0,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,deployed_upcr,0.0,0.92236328125,0.048828125,0.9273192955466913,0.9791635202352212,0.0273783384133519,0.8316722008453387,0.22613506086026347,0.32934066829780695,0.9844465299395716,0.0386962890625,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,deployed_upcr,0.01,0.92236328125,0.048828125,0.9273192955466913,0.9791635202352212,0.0273783384133519,0.8316722008453387,0.22613506086026347,0.32934066829780695,0.9844465299395716,0.0386962890625,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,deployed_upcr,0.03,0.92236328125,0.048828125,0.9273192955466913,0.9791635202352212,0.0273783384133519,0.8316722008453387,0.22613506086026347,0.32934066829780695,0.9844465299395716,0.0386962890625,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,deployed_upcr,0.1,0.92236328125,0.048828125,0.9273192955466913,0.9791635202352212,0.0273783384133519,0.8316722008453387,0.22613506086026347,0.32934066829780695,0.9844465299395716,0.0386962890625,nan,nan
specrage-liu-synthetic-v1-2026-08-06,aligned_clean,0,4100000,base,f738c01fd59c438f27caacf4cdb6cf400cdd79c8ce6d10326e3dedc37754823d,deployed_upcr,0.3,0.92236328125,0.048828125,0.9273192955466913,0.9791635202352212,0.0273783384133519,0.8316722008453387,0.22613506086026347,0.32934066829780695,0.9844465299395716,0.0386962890625,nan,nan
