selector,variant,pool_mode,domain,cell,n,p_pool,chosen,size,auroc,eval_mode,pctile_within_size,rand_med,K,residual,fusion,flipped,fallback,seconds,seed,diag_json
a1_residual,a1.relres_greedy,c46,repgrid,ars_gsm8k_r1distill8b,500,26,spectral_centroid|cusum_max|topk_tail_mass,3,0.7340820943762121,live,nan,0.6822882890701294,2,0.006589126864561283,lsml,False,False,30.519,0,"{""path"": {""3"": {""cols"": [7, 14, 25], ""objective"": 0.005931831915146208}, ""4"": {""cols"": [7, 14, 15, 25], ""objective"": 0.041644423650943806}, ""5"": {""cols"": [7, 14, 15, 21, 25], ""objective"": 0.047421676363433585}, ""6"": {""cols"": [7, 12, 14, 15, 21, 25], ""objective"": 0.06588393636253947}, ""7"": {""cols"": [7, 10, 12, 14, 15, 21, 25], ""objective"": 0.08240716224142756}, ""8"": {""cols"": [7, 10, 12, 14, 15, 19, 21, 25], ""objective"": 0.10652571790649885}}}"
a1_residual,a1.upcrres_greedy,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|stft_max_high_power|pe_mean|hurst_exponent,4,0.6514423076923077,live,nan,0.676763504743576,3,0.6977094071539529,lsml,False,False,30.519,0,"{""path"": {""3"": {""cols"": [8, 12, 13], ""objective"": 0.022957453445676308}, ""4"": {""cols"": [0, 8, 12, 13], ""objective"": 0.010848541267104425}, ""5"": {""cols"": [0, 8, 12, 13, 22], ""objective"": 0.01294815782736519}, ""6"": {""cols"": [0, 8, 10, 12, 13, 22], ""objective"": 0.05132403900693735}, ""7"": {""cols"": [0, 8, 10, 12, 13, 22, 23], ""objective"": 0.03560411355276677}, ""8"": {""cols"": [0, 8, 10, 12, 13, 15, 22, 23], ""objective"": 0.0421781153590946}}}"
a1_residual,a1.router@good5,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.69129767291532,live,nan,nan,-1,nan,upcr,False,False,30.519,0,"{""lsml_rel_residual"": 0.713816004229466, ""upcr_k1_residual"": 0.5079797748974253, ""route"": ""upcr""}"
a1_residual,a1.router@minres,c46,repgrid,ars_gsm8k_r1distill8b,500,26,spectral_centroid|cusum_max|topk_tail_mass,3,0.7395159987071752,live,nan,nan,-1,nan,upcr,False,False,30.519,0,"{""lsml_rel_residual"": 0.713816004229466, ""upcr_k1_residual"": 0.5079797748974253, ""route"": ""upcr""}"
a1_residual,a1.good5+K_ah,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.7426874595992243,live,nan,nan,4,0.45004229017499986,lsml,False,False,30.519,0,"{""rule"": ""ahn_horenstein""}"
a1_residual,a1.good5+K_kn,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.7426874595992243,live,nan,nan,4,0.45004229017499986,lsml,False,False,30.519,0,"{""rule"": ""kritchman_nadler"", ""alpha"": 0.01}"
a1_residual,a1.minres+K_ah,c46,repgrid,ars_gsm8k_r1distill8b,500,26,spectral_centroid|cusum_max|topk_tail_mass,3,0.721961861667744,live,nan,nan,1,0.08820362763941252,lsml,False,False,30.519,0,"{""rule"": ""ahn_horenstein""}"
a1_residual,a1.relres_greedy,c46,repgrid,epr_triviaqa_mistral24b,621,28,low_band_power|hurst_exponent|cusum_max_energy,3,0.6023033329592637,live,nan,0.7229758203029633,2,0.0029711274074668485,lsml,False,False,26.087,0,"{""path"": {""3"": {""cols"": [3, 11, 21], ""objective"": 0.002729612780313563}, ""4"": {""cols"": [3, 10, 11, 21], ""objective"": 0.007983009590250521}, ""5"": {""cols"": [3, 10, 11, 15, 21], ""objective"": 0.011581005336075003}, ""6"": {""cols"": [3, 10, 11, 15, 17, 21], ""objective"": 0.020862278296334278}, ""7"": {""cols"": [3, 10, 11, 13, 15, 17, 21], ""objective"": 0.03965049020099153}, ""8"": {""cols"": [3, 4, 10, 11, 13, 15, 17, 21], ""objective"": 0.07958954274800434}}}"
a1_residual,a1.upcrres_greedy,c46,repgrid,epr_triviaqa_mistral24b,621,28,high_band_power|sw_var_peak|hurst_exponent,3,0.6554258781281561,live,nan,0.712847888469696,2,0.18382926818310896,lsml,True,False,26.087,0,"{""path"": {""3"": {""cols"": [4, 9, 11], ""objective"": 0.0059674661760290544}, ""4"": {""cols"": [4, 8, 9, 11], ""objective"": 0.04511614284748666}, ""5"": {""cols"": [4, 6, 8, 9, 11], ""objective"": 0.03337264170885677}, ""6"": {""cols"": [4, 6, 7, 8, 9, 11], ""objective"": 0.08638175653901972}, ""7"": {""cols"": [4, 5, 6, 7, 8, 9, 11], ""objective"": 0.06397865977462276}, ""8"": {""cols"": [4, 5, 6, 7, 8, 9, 11, 13], ""objective"": 0.07824974864898125}}}"
a1_residual,a1.router@good5,c46,repgrid,epr_triviaqa_mistral24b,621,28,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.7281590169453486,live,nan,nan,-1,nan,upcr,False,False,26.087,0,"{""lsml_rel_residual"": 0.7664064253260512, ""upcr_k1_residual"": 0.35392872542707754, ""route"": ""upcr""}"
