selector,variant,pool_mode,domain,cell,n,p_pool,chosen,size,auroc,eval_mode,pctile_within_size,rand_med,K,residual,fusion,flipped,fallback,seconds,seed,diag_json
classical_fs,lapscore_s4,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,4,0.6921258888170652,live,nan,0.6890352070331573,2,5.450164410783834,lsml,False,False,1.731,0,"{""rule"": ""lapscore"", ""size"": 4}"
classical_fs,lapscore_s5,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|epr_spilled|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,5,0.6919440853264384,live,nan,0.6884393095970154,2,10.668086858592826,lsml,False,False,1.731,0,"{""rule"": ""lapscore"", ""size"": 5}"
classical_fs,lapscore_s6,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2,6,0.6906916612798966,live,nan,0.7040845155715942,2,16.46654761364639,lsml,False,False,1.731,0,"{""rule"": ""lapscore"", ""size"": 6}"
classical_fs,lapscore_adapt,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,7,0.6936207175177763,live,nan,0.6901361644268036,2,24.533934811064096,lsml,False,False,1.731,0,"{""rule"": ""lapscore"", ""size"": 7, ""adaptive"": true}"
classical_fs,spec_s4,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,4,0.6921258888170652,live,nan,0.6890352070331573,2,5.450164410783834,lsml,False,False,1.731,0,"{""rule"": ""spec"", ""size"": 4}"
classical_fs,spec_s5,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|epr_spilled|mean_top1_logprob|mean_logprob_entropy|renyi_entropy_2,5,0.6919440853264384,live,nan,0.6884393095970154,2,10.668086858592826,lsml,False,False,1.731,0,"{""rule"": ""spec"", ""size"": 5}"
classical_fs,spec_s6,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2,6,0.6906916612798966,live,nan,0.7040845155715942,2,16.46654761364639,lsml,False,False,1.731,0,"{""rule"": ""spec"", ""size"": 6}"
classical_fs,spec_adapt,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|epr_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,7,0.6936207175177763,live,nan,0.6901361644268036,2,24.533934811064096,lsml,False,False,1.731,0,"{""rule"": ""spec"", ""size"": 7, ""adaptive"": true}"
classical_fs,mcfs_s5,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|trace_length|spectral_entropy|low_band_power|high_band_power,5,0.34954751131221723,live,nan,0.6884393095970154,2,0.45665830186881085,lsml,False,True,1.731,0,"{""error"": ""mcfs embedding failed""}"
classical_fs,lapscore_s4,c46,repgrid,epr_triviaqa_mistral24b,621,28,epr|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,4,0.7444310402872854,live,nan,0.7142015397548676,2,4.7889900183828,lsml,False,False,0.065,0,"{""rule"": ""lapscore"", ""size"": 4}"
