selector,variant,pool_mode,domain,cell,n,p_pool,chosen,size,auroc,eval_mode,pctile_within_size,rand_med,K,residual,fusion,flipped,fallback,seconds,seed,diag_json
a5_mrmr,a5.mrmr_a0.0_s4,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|hl_ratio|spectral_centroid|hurst_exponent,4,0.8737112283706665,lookup,94.91758241758242,nan,2,2.810141086578369,lsml,True,False,0.022,0,"{""alpha"": 0.0, ""mrmr_score"": 0.7637627084745386, ""mean_relevance"": 0.8243958266202958}"
a5_mrmr,a5.mrmr_a0.0_s5,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|low_band_power|hl_ratio|spectral_centroid|hurst_exponent,5,0.8735311627388,lookup,92.78846153846153,nan,2,6.681704044342041,lsml,True,False,0.022,0,"{""alpha"": 0.0, ""mrmr_score"": 0.760288892098801, ""mean_relevance"": 0.8115744397159969}"
a5_mrmr,a5.mrmr_a0.0_s6,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|low_band_power|hl_ratio|spectral_centroid|hurst_exponent,6,0.8692539930343628,lookup,81.66833166833167,nan,2,10.862003326416016,lsml,True,False,0.022,0,"{""alpha"": 0.0, ""mrmr_score"": 0.7597839975999733, ""mean_relevance"": 0.8029426993633262}"
a5_mrmr,a5.mrmr_a0.0_adapt,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|hurst_exponent|cusum_max,8,0.8683084845542908,lookup,71.23543123543124,nan,2,23.90056800842285,lsml,False,False,0.022,0,"{""alpha"": 0.0, ""mrmr_score"": 0.7503421149123879, ""size"": 8}"
a5_mrmr,a5.mrmr_a0.3_s4,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_centroid|sw_var_peak|hurst_exponent,4,0.8668677806854248,lookup,83.68131868131869,nan,2,2.788011312484741,lsml,True,False,0.022,0,"{""alpha"": 0.3, ""mrmr_score"": 0.5183284258713985, ""mean_relevance"": 0.8150318336870408}"
a5_mrmr,a5.mrmr_a0.3_s5,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|spectral_centroid|sw_var_peak|hurst_exponent,5,0.8691639304161072,lookup,83.72252747252747,nan,2,5.614078044891357,lsml,True,False,0.022,0,"{""alpha"": 0.3, ""mrmr_score"": 0.5232744363826265, ""mean_relevance"": 0.8039822664696274}"
a5_mrmr,a5.mrmr_a0.3_s6,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent,6,0.8681284189224243,lookup,77.97827172827172,nan,2,9.387471199035645,lsml,True,False,0.022,0,"{""alpha"": 0.3, ""mrmr_score"": 0.5087731285903176, ""mean_relevance"": 0.7972790068037793}"
a5_mrmr,a5.mrmr_a0.3_adapt,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|low_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max,8,0.8696591854095459,lookup,77.48640248640248,nan,3,22.22683334350586,lsml,False,False,0.022,0,"{""alpha"": 0.3, ""mrmr_score"": 0.495224232650204, ""size"": 8}"
a5_mrmr,a5.mrmr_a0.5_s4,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_centroid|sw_var_peak|hurst_exponent,4,0.8668677806854248,lookup,83.68131868131869,nan,2,2.788011312484741,lsml,True,False,0.022,0,"{""alpha"": 0.5, ""mrmr_score"": 0.381572165616655, ""mean_relevance"": 0.8150318336870408}"
a5_mrmr,a5.mrmr_a0.5_s5,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|spectral_centroid|sw_var_peak|hurst_exponent,5,0.8691639304161072,lookup,83.72252747252747,nan,2,5.614078044891357,lsml,True,False,0.022,0,"{""alpha"": 0.5, ""mrmr_score"": 0.36560139557106186, ""mean_relevance"": 0.8039822664696274}"
a5_mrmr,a5.mrmr_a0.5_s6,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent,6,0.8681284189224243,lookup,77.97827172827172,nan,2,9.387471199035645,lsml,True,False,0.022,0,"{""alpha"": 0.5, ""mrmr_score"": 0.3387800753341704, ""mean_relevance"": 0.7972790068037793}"
a5_mrmr,a5.mrmr_a0.5_adapt,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max,8,0.8671379089355469,lookup,65.9090909090909,nan,3,21.36195182800293,lsml,False,False,0.022,0,"{""alpha"": 0.5, ""mrmr_score"": 0.3208804224808846, ""size"": 8}"
a5_mrmr,a5.mrmr_a0.7_s4,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_centroid|sw_var_peak|hurst_exponent,4,0.8668677806854248,lookup,83.68131868131869,nan,2,2.788011312484741,lsml,True,False,0.022,0,"{""alpha"": 0.7, ""mrmr_score"": 0.22768793727337722, ""mean_relevance"": 0.8150318336870408}"
a5_mrmr,a5.mrmr_a0.7_s5,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|spectral_centroid|sw_var_peak|hurst_exponent,5,0.8691639304161072,lookup,83.72252747252747,nan,2,5.614078044891357,lsml,True,False,0.022,0,"{""alpha"": 0.7, ""mrmr_score"": 0.20792835475949734, ""mean_relevance"": 0.8039822664696274}"
a5_mrmr,a5.mrmr_a0.7_s6,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max,6,0.8690288662910461,lookup,81.02522477522477,nan,2,9.391600608825684,lsml,False,False,0.022,0,"{""alpha"": 0.7, ""mrmr_score"": 0.17181897576639737, ""mean_relevance"": 0.7950422412100875}"
a5_mrmr,a5.mrmr_a0.7_adapt,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|hurst_exponent|cusum_max,8,0.8671379089355469,lookup,65.9090909090909,nan,3,21.36195182800293,lsml,False,False,0.022,0,"{""alpha"": 0.7, ""mrmr_score"": 0.14766004066711869, ""size"": 8}"
a5_mrmr,a5.mrmr_a0.0_s4,h16,math500,Qwen-Math-7B_T1.5,300,14,epr|hl_ratio|stft_spectral_entropy|cusum_shift_idx,4,0.9386574029922485,lookup,60.58941058941059,nan,2,2.32318377494812,lsml,False,False,0.015,0,"{""alpha"": 0.0, ""mrmr_score"": 0.6362275136390404, ""mean_relevance"": 0.7978043680404209}"
a5_mrmr,a5.mrmr_a0.0_s5,h16,math500,Qwen-Math-7B_T1.5,300,14,epr|high_band_power|hl_ratio|stft_spectral_entropy|cusum_shift_idx,5,0.9472553133964539,lookup,91.78321678321679,nan,2,4.892495155334473,lsml,True,False,0.015,0,"{""alpha"": 0.0, ""mrmr_score"": 0.6356670629673662, ""mean_relevance"": 0.76537690702581}"
a5_mrmr,a5.mrmr_a0.0_s6,h16,math500,Qwen-Math-7B_T1.5,300,14,epr|low_band_power|high_band_power|hl_ratio|stft_spectral_entropy|cusum_shift_idx,6,0.9466490149497986,lookup,88.31168831168831,nan,2,9.60934829711914,lsml,True,False,0.015,0,"{""alpha"": 0.0, ""mrmr_score"": 0.6229149212769031, ""mean_relevance"": 0.7416332427343253}"
