selector,variant,pool_mode,domain,cell,n,p_pool,chosen,size,auroc,eval_mode,pctile_within_size,rand_med,K,residual,fusion,flipped,fallback,seconds,seed,diag_json
a2_groupfs,a2.select,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max,12,0.8703345060348511,lookup,76.86813186813187,nan,3,46.447906494140625,lsml,True,False,39.281,0,"{""C"": 3, ""lambda1"": 1.0, ""lambda0"": 0.494426, ""lambda_dufs"": 0.494426, ""lambda_stability"": {""0.247213"": 0.94, ""0.494426"": 1.0, ""0.988853"": 0.482}, ""stability"": 1.0, ""K_groups"": 3, ""open_groups"": [0, 1], ""n_selected"": 12, ""feat_gates"": [1.622, -0.945, 1.661, 1.657, 1.597, 1.662, 1.575, 1.733, -0.851, 1.556, 1.106, 1.563, -0.969, 1.581, 1.636, -0.982], ""C_distortion"": {""2"": 1.7048, ""3"": 1.3969, ""4"": 1.4397, ""5"": 2.0613, ""6"": 2.7153, ""7"": 2.6443, ""8"": 1.974}, ""subsampled_rows"": 300}"
a2_groupfs,a2.select+groups,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max,12,0.870154427986133,live,nan,nan,2,46.676079604183386,lsml,True,False,39.281,0,"{""C"": 3, ""lambda1"": 1.0, ""lambda0"": 0.494426, ""lambda_dufs"": 0.494426, ""lambda_stability"": {""0.247213"": 0.94, ""0.494426"": 1.0, ""0.988853"": 0.482}, ""stability"": 1.0, ""K_groups"": 3, ""open_groups"": [0, 1], ""n_selected"": 12, ""feat_gates"": [1.622, -0.945, 1.661, 1.657, 1.597, 1.662, 1.575, 1.733, -0.851, 1.556, 1.106, 1.563, -0.969, 1.581, 1.636, -0.982], ""C_distortion"": {""2"": 1.7048, ""3"": 1.3969, ""4"": 1.4397, ""5"": 2.0613, ""6"": 2.7153, ""7"": 2.6443, ""8"": 1.974}, ""subsampled_rows"": 300, ""K_subset"": 2, ""note"": ""gate-selected cols + discovered groups""}"
a2_groupfs,a2.groups@good5,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.8627256764666156,live,nan,nan,2,5.2662462019239396,lsml,True,False,39.281,0,"{""C"": 3, ""lambda1"": 1.0, ""lambda0"": 0.494426, ""lambda_dufs"": 0.494426, ""lambda_stability"": {""0.247213"": 0.94, ""0.494426"": 1.0, ""0.988853"": 0.482}, ""stability"": 1.0, ""K_groups"": 3, ""open_groups"": [0, 1], ""n_selected"": 12, ""feat_gates"": [1.622, -0.945, 1.661, 1.657, 1.597, 1.662, 1.575, 1.733, -0.851, 1.556, 1.106, 1.563, -0.969, 1.581, 1.636, -0.982], ""C_distortion"": {""2"": 1.7048, ""3"": 1.3969, ""4"": 1.4397, ""5"": 2.0613, ""6"": 2.7153, ""7"": 2.6443, ""8"": 1.974}, ""subsampled_rows"": 300, ""good5_cols"": [0, 2, 3, 11, 14], ""K_subset"": 2, ""note"": ""GOOD_5 fixed; discovered groups restricted (isolate clustering)""}"
a2_groupfs,a2.dufs,h16,math500,Qwen2.5-Math-1.5B-Instruct_T1.5,300,16,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max,12,0.8713250160217285,lookup,82.60989010989012,nan,4,48.57026290893555,lsml,True,False,39.281,0,"{""lambda_dufs"": 0.494426, ""n_selected"": 12, ""feat_gate_means"": [1.622, -0.945, 1.661, 1.657, 1.597, 1.662, 1.575, 1.733, -0.851, 1.556, 1.106, 1.563, -0.969, 1.581, 1.636, -0.982], ""note"": ""DUFS (Lindenbaum 2021) per-feature baseline; delta vs a2.select isolates the group granularity""}"
a2_groupfs,a2.select,h16,math500,Qwen-Math-7B_T1.5,300,14,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,14,0.9408619999885559,lookup,50.0,nan,4,56.7116584777832,lsml,False,False,50.978,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.431795, ""lambda_dufs"": 0.215898, ""lambda_stability"": {""0.215898"": 0.971, ""0.431795"": 0.926, ""0.86359"": 0.71}, ""stability"": 0.971, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 14, ""feat_gates"": [1.671, 1.688, 1.657, 1.655, 1.66, 1.638, 1.577, 1.649, 1.66, 1.205, -0.377, 1.631, 1.692, 1.615], ""C_distortion"": {""2"": 0.2383, ""3"": 1.2707, ""4"": 1.7906, ""5"": 1.3861, ""6"": 2.2089, ""7"": 2.2175, ""8"": 1.3684}, ""subsampled_rows"": 300}"
a2_groupfs,a2.select+groups,h16,math500,Qwen-Math-7B_T1.5,300,14,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx,14,0.9452160493827161,live,nan,nan,2,58.28384574112042,lsml,True,False,50.978,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.431795, ""lambda_dufs"": 0.215898, ""lambda_stability"": {""0.215898"": 0.971, ""0.431795"": 0.926, ""0.86359"": 0.71}, ""stability"": 0.971, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 14, ""feat_gates"": [1.671, 1.688, 1.657, 1.655, 1.66, 1.638, 1.577, 1.649, 1.66, 1.205, -0.377, 1.631, 1.692, 1.615], ""C_distortion"": {""2"": 0.2383, ""3"": 1.2707, ""4"": 1.7906, ""5"": 1.3861, ""6"": 2.2089, ""7"": 2.2175, ""8"": 1.3684}, ""subsampled_rows"": 300, ""K_subset"": 2, ""note"": ""gate-selected cols + discovered groups""}"
a2_groupfs,a2.groups@good5,h16,math500,Qwen-Math-7B_T1.5,300,14,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.9416887125220459,live,nan,nan,2,5.18157986833803,lsml,True,False,50.978,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.431795, ""lambda_dufs"": 0.215898, ""lambda_stability"": {""0.215898"": 0.971, ""0.431795"": 0.926, ""0.86359"": 0.71}, ""stability"": 0.971, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 14, ""feat_gates"": [1.671, 1.688, 1.657, 1.655, 1.66, 1.638, 1.577, 1.649, 1.66, 1.205, -0.377, 1.631, 1.692, 1.615], ""C_distortion"": {""2"": 0.2383, ""3"": 1.2707, ""4"": 1.7906, ""5"": 1.3861, ""6"": 2.2089, ""7"": 2.2175, ""8"": 1.3684}, ""subsampled_rows"": 300, ""good5_cols"": [0, 1, 2, 9, 12], ""K_subset"": 2, ""note"": ""GOOD_5 fixed; discovered groups restricted (isolate clustering)""}"
a2_groupfs,a2.dufs,h16,math500,Qwen-Math-7B_T1.5,300,14,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|cusum_shift_idx,13,0.9403659701347351,lookup,32.142857142857146,nan,3,56.54961013793945,lsml,True,False,50.978,0,"{""lambda_dufs"": 0.215898, ""n_selected"": 13, ""feat_gate_means"": [1.671, 1.688, 1.657, 1.655, 1.66, 1.638, 1.577, 1.649, 1.66, 1.205, -0.377, 1.631, 1.692, 1.615], ""note"": ""DUFS (Lindenbaum 2021) per-feature baseline; delta vs a2.select isolates the group granularity""}"
a2_groupfs,a2.select,h16,math500,deepseek-math-7b-instruct_T1.5,300,16,trace_length|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|hurst_exponent,7,0.6761375665664673,lookup,21.131993006993007,nan,3,6.678100109100342,lsml,True,False,18.315,0,"{""C"": 2, ""lambda1"": 1.0, ""lambda0"": 0.161934, ""lambda_dufs"": 0.080967, ""lambda_stability"": {""0.080967"": 0.945, ""0.161934"": 0.852, ""0.323867"": 0.659}, ""stability"": 0.945, ""K_groups"": 2, ""open_groups"": [1], ""n_selected"": 7, ""feat_gates"": [-0.586, 1.663, 1.509, 1.696, 1.674, 1.679, 1.475, 1.71, -0.729, 1.629, -0.612, -0.074, -0.769, 1.494, 1.675, -0.659], ""C_distortion"": {""2"": 0.9388, ""3"": 3.1055, ""4"": 3.4347, ""5"": 3.841, ""6"": 2.9839, ""7"": 2.6183, ""8"": 2.7251}, ""subsampled_rows"": 300}"
a2_groupfs,a2.select+groups,h16,math500,deepseek-math-7b-instruct_T1.5,300,16,trace_length|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|hurst_exponent,7,0.6725508122934102,live,nan,nan,1,8.738021609660006,lsml,True,False,18.315,0,"{""C"": 2, ""lambda1"": 1.0, ""lambda0"": 0.161934, ""lambda_dufs"": 0.080967, ""lambda_stability"": {""0.080967"": 0.945, ""0.161934"": 0.852, ""0.323867"": 0.659}, ""stability"": 0.945, ""K_groups"": 2, ""open_groups"": [1], ""n_selected"": 7, ""feat_gates"": [-0.586, 1.663, 1.509, 1.696, 1.674, 1.679, 1.475, 1.71, -0.729, 1.629, -0.612, -0.074, -0.769, 1.494, 1.675, -0.659], ""C_distortion"": {""2"": 0.9388, ""3"": 3.1055, ""4"": 3.4347, ""5"": 3.841, ""6"": 2.9839, ""7"": 2.6183, ""8"": 2.7251}, ""subsampled_rows"": 300, ""K_subset"": 1, ""note"": ""gate-selected cols + discovered groups""}"
