selector,variant,pool_mode,domain,cell,n,p_pool,chosen,size,auroc,eval_mode,pctile_within_size,rand_med,K,residual,fusion,flipped,fallback,seconds,seed,diag_json
a2_groupfs,a2.select,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,26,0.7396574014221073,live,nan,0.7396574020385742,8,68.24176732010542,lsml,True,False,26.337,0,"{""C"": 2, ""lambda1"": 1.0, ""lambda0"": 0.103399, ""lambda_dufs"": 0.051699, ""lambda_stability"": {""0.051699"": 0.863, ""0.103399"": 0.723, ""0.206798"": 0.656}, ""stability"": 0.863, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 26, ""feat_gates"": [1.707, 0.403, -0.228, 0.459, -0.635, 0.615, 1.216, 1.057, -0.694, 1.11, -0.76, 0.675, -0.764, -0.72, 1.522, -0.745, 1.715, -0.515, 1.511, -0.754, 1.707, 1.699, 1.756, 1.681, 1.7, 1.656], ""C_distortion"": {""2"": 1.5455, ""3"": 3.1318, ""4"": 4.449, ""5"": 3.902, ""6"": 4.7349, ""7"": 5.7027, ""8"": 5.3019}, ""subsampled_rows"": 500}"
a2_groupfs,a2.select+groups,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|trace_length|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,26,0.7495151906916613,live,nan,nan,2,70.66731708050588,lsml,True,False,26.337,0,"{""C"": 2, ""lambda1"": 1.0, ""lambda0"": 0.103399, ""lambda_dufs"": 0.051699, ""lambda_stability"": {""0.051699"": 0.863, ""0.103399"": 0.723, ""0.206798"": 0.656}, ""stability"": 0.863, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 26, ""feat_gates"": [1.707, 0.403, -0.228, 0.459, -0.635, 0.615, 1.216, 1.057, -0.694, 1.11, -0.76, 0.675, -0.764, -0.72, 1.522, -0.745, 1.715, -0.515, 1.511, -0.754, 1.707, 1.699, 1.756, 1.681, 1.7, 1.656], ""C_distortion"": {""2"": 1.5455, ""3"": 3.1318, ""4"": 4.449, ""5"": 3.902, ""6"": 4.7349, ""7"": 5.7027, ""8"": 5.3019}, ""subsampled_rows"": 500, ""K_subset"": 2, ""note"": ""gate-selected cols + discovered groups""}"
a2_groupfs,a2.groups@good5,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.7535148674854557,live,nan,nan,2,0.29962213033455565,lsml,False,False,26.337,0,"{""C"": 2, ""lambda1"": 1.0, ""lambda0"": 0.103399, ""lambda_dufs"": 0.051699, ""lambda_stability"": {""0.051699"": 0.863, ""0.103399"": 0.723, ""0.206798"": 0.656}, ""stability"": 0.863, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 26, ""feat_gates"": [1.707, 0.403, -0.228, 0.459, -0.635, 0.615, 1.216, 1.057, -0.694, 1.11, -0.76, 0.675, -0.764, -0.72, 1.522, -0.745, 1.715, -0.515, 1.511, -0.754, 1.707, 1.699, 1.756, 1.681, 1.7, 1.656], ""C_distortion"": {""2"": 1.5455, ""3"": 3.1318, ""4"": 4.449, ""5"": 3.902, ""6"": 4.7349, ""7"": 5.7027, ""8"": 5.3019}, ""subsampled_rows"": 500, ""good5_cols"": [0, 2, 3, 11, 14], ""K_subset"": 2, ""note"": ""GOOD_5 fixed; discovered groups restricted (isolate clustering)""}"
a2_groupfs,a2.dufs,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|trace_length|low_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,17,0.7163663542340013,live,nan,0.7293148040771484,7,51.64461458022568,lsml,False,False,26.337,0,"{""lambda_dufs"": 0.051699, ""n_selected"": 17, ""feat_gate_means"": [1.707, 0.403, -0.228, 0.459, -0.635, 0.615, 1.216, 1.057, -0.694, 1.11, -0.76, 0.675, -0.764, -0.72, 1.522, -0.745, 1.715, -0.515, 1.511, -0.754, 1.707, 1.699, 1.756, 1.681, 1.7, 1.656], ""note"": ""DUFS (Lindenbaum 2021) per-feature baseline; delta vs a2.select isolates the group granularity""}"
a2_groupfs,a2.select,c46,repgrid,epr_triviaqa_mistral24b,621,28,epr|spectral_entropy|sw_var_peak|cusum_max|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,12,0.7431264728986646,live,nan,0.7325566709041595,3,42.299023334276136,lsml,False,False,18.405,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.149012, ""lambda_dufs"": 0.074506, ""lambda_stability"": {""0.074506"": 0.98, ""0.149012"": 0.97, ""0.298024"": 0.929}, ""stability"": 0.98, ""K_groups"": 2, ""open_groups"": [1], ""n_selected"": 12, ""feat_gates"": [1.699, 1.674, 1.581, -0.681, -0.702, 1.278, -0.667, -0.544, -0.729, 1.692, -0.695, -0.756, 1.606, -0.776, 1.756, 1.623, 1.661, 0.439, 1.656, 1.651, 1.591, 1.612, 1.664, 1.671, 1.643, 1.674, 1.707, 1.632], ""C_distortion"": {""2"": 1.795, ""3"": 2.124, ""4"": 3.1246, ""5"": 2.966, ""6"": 4.6873, ""7"": 4.8293, ""8"": 5.6614}, ""subsampled_rows"": 621}"
a2_groupfs,a2.select+groups,c46,repgrid,epr_triviaqa_mistral24b,621,28,epr|spectral_entropy|sw_var_peak|cusum_max|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,12,0.7435332734822129,live,nan,nan,1,50.22242607129875,lsml,False,False,18.405,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.149012, ""lambda_dufs"": 0.074506, ""lambda_stability"": {""0.074506"": 0.98, ""0.149012"": 0.97, ""0.298024"": 0.929}, ""stability"": 0.98, ""K_groups"": 2, ""open_groups"": [1], ""n_selected"": 12, ""feat_gates"": [1.699, 1.674, 1.581, -0.681, -0.702, 1.278, -0.667, -0.544, -0.729, 1.692, -0.695, -0.756, 1.606, -0.776, 1.756, 1.623, 1.661, 0.439, 1.656, 1.651, 1.591, 1.612, 1.664, 1.671, 1.643, 1.674, 1.707, 1.632], ""C_distortion"": {""2"": 1.795, ""3"": 2.124, ""4"": 3.1246, ""5"": 2.966, ""6"": 4.6873, ""7"": 4.8293, ""8"": 5.6614}, ""subsampled_rows"": 621, ""K_subset"": 1, ""note"": ""gate-selected cols + discovered groups""}"
a2_groupfs,a2.groups@good5,c46,repgrid,epr_triviaqa_mistral24b,621,28,epr|spectral_entropy|low_band_power|sw_var_peak|cusum_max,5,0.6789642015486477,live,nan,nan,2,1.7843177811638828,lsml,False,False,18.405,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.149012, ""lambda_dufs"": 0.074506, ""lambda_stability"": {""0.074506"": 0.98, ""0.149012"": 0.97, ""0.298024"": 0.929}, ""stability"": 0.98, ""K_groups"": 2, ""open_groups"": [1], ""n_selected"": 12, ""feat_gates"": [1.699, 1.674, 1.581, -0.681, -0.702, 1.278, -0.667, -0.544, -0.729, 1.692, -0.695, -0.756, 1.606, -0.776, 1.756, 1.623, 1.661, 0.439, 1.656, 1.651, 1.591, 1.612, 1.664, 1.671, 1.643, 1.674, 1.707, 1.632], ""C_distortion"": {""2"": 1.795, ""3"": 2.124, ""4"": 3.1246, ""5"": 2.966, ""6"": 4.6873, ""7"": 4.8293, ""8"": 5.6614}, ""subsampled_rows"": 621, ""good5_cols"": [0, 2, 3, 9, 12], ""K_subset"": 2, ""note"": ""GOOD_5 fixed; discovered groups restricted (isolate clustering)""}"
a2_groupfs,a2.dufs,c46,repgrid,epr_triviaqa_mistral24b,621,28,epr|trace_length|spectral_entropy|hl_ratio|sw_var_peak|cusum_max|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,20,0.7453288070923577,live,nan,0.7405874729156494,6,107.17947517560114,lsml,True,False,18.405,0,"{""lambda_dufs"": 0.074506, ""n_selected"": 20, ""feat_gate_means"": [1.699, 1.674, 1.581, -0.681, -0.702, 1.278, -0.667, -0.544, -0.729, 1.692, -0.695, -0.756, 1.606, -0.776, 1.756, 1.623, 1.661, 0.439, 1.656, 1.651, 1.591, 1.612, 1.664, 1.671, 1.643, 1.674, 1.707, 1.632], ""note"": ""DUFS (Lindenbaum 2021) per-feature baseline; delta vs a2.select isolates the group granularity""}"
a2_groupfs,a2.select,c46,repgrid,inside_coqa_llama7b,4504,23,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,23,0.5439733522476178,live,nan,0.5439733522476178,7,79.688487992729,lsml,False,False,29.224,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.313198, ""lambda_dufs"": 0.156599, ""lambda_stability"": {""0.156599"": 0.885, ""0.313198"": 0.793, ""0.626396"": 0.713}, ""stability"": 0.885, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 23, ""feat_gates"": [1.664, 1.552, 1.604, -0.773, -1.116, 0.259, 1.502, 0.274, 1.621, 0.186, 1.484, 1.658, 1.696, 1.593, -0.666, 1.691, -0.255, 1.581, 1.714, 1.646, 1.726, 1.658, 1.326], ""C_distortion"": {""2"": 2.7621, ""3"": 4.3324, ""4"": 4.4771, ""5"": 4.2458, ""6"": 4.8494, ""7"": 4.1383, ""8"": 3.6475}, ""subsampled_rows"": 1200}"
a2_groupfs,a2.select+groups,c46,repgrid,inside_coqa_llama7b,4504,23,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_max_high_power|stft_spectral_entropy|rpdi|sw_var_peak|pe_mean|hurst_exponent|cusum_max|cusum_shift_idx|epr_spilled|sw_var_peak_spilled|cusum_max_spilled|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,23,0.4884296792802087,live,nan,nan,2,84.59549931651159,lsml,False,False,29.224,0,"{""C"": 2, ""lambda1"": 10.0, ""lambda0"": 0.313198, ""lambda_dufs"": 0.156599, ""lambda_stability"": {""0.156599"": 0.885, ""0.313198"": 0.793, ""0.626396"": 0.713}, ""stability"": 0.885, ""K_groups"": 2, ""open_groups"": [0, 1], ""n_selected"": 23, ""feat_gates"": [1.664, 1.552, 1.604, -0.773, -1.116, 0.259, 1.502, 0.274, 1.621, 0.186, 1.484, 1.658, 1.696, 1.593, -0.666, 1.691, -0.255, 1.581, 1.714, 1.646, 1.726, 1.658, 1.326], ""C_distortion"": {""2"": 2.7621, ""3"": 4.3324, ""4"": 4.4771, ""5"": 4.2458, ""6"": 4.8494, ""7"": 4.1383, ""8"": 3.6475}, ""subsampled_rows"": 1200, ""K_subset"": 2, ""note"": ""gate-selected cols + discovered groups""}"
