selector,variant,pool_mode,domain,cell,n,p_pool,chosen,size,auroc,eval_mode,pctile_within_size,rand_med,K,residual,fusion,flipped,fallback,seconds,seed,diag_json
a3_concrete_ae,a3.cae_k3,c46,repgrid,ars_gsm8k_r1distill8b,500,26,trace_length|spectral_centroid|mean_logprob_entropy,3,0.49923238526179703,live,nan,0.6522705256938934,2,0.3278305726897423,lsml,False,False,33.594,0,"{""k"": 3, ""val_mse"": 0.3937, ""stability_jaccard"": 0.667}"
a3_concrete_ae,a3.cae_k4,c46,repgrid,ars_gsm8k_r1distill8b,500,26,spectral_entropy|hl_ratio|cusum_max|mean_logprob_entropy,4,0.4044319650937298,live,nan,0.669562041759491,2,0.2622732451472187,lsml,True,False,33.594,0,"{""k"": 4, ""val_mse"": 0.3396, ""stability_jaccard"": 0.159}"
a3_concrete_ae,a3.cae_k5,c46,repgrid,ars_gsm8k_r1distill8b,500,26,spectral_entropy|hl_ratio|cusum_max|cusum_shift_idx|mean_logprob_entropy,5,0.7072155785391079,live,nan,0.6889039278030396,4,0.1950505447527269,lsml,False,False,33.594,0,"{""k"": 5, ""val_mse"": 0.3095, ""stability_jaccard"": 0.296}"
a3_concrete_ae,a3.cae_k6,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|spectral_entropy|hl_ratio|sw_var_peak|cusum_max|cusum_shift_idx,6,0.752040239172592,live,nan,0.6841164231300354,4,0.23650470273480356,lsml,True,False,33.594,0,"{""k"": 6, ""val_mse"": 0.2674, ""stability_jaccard"": 0.4}"
a3_concrete_ae,a3.cae_k7,c46,repgrid,ars_gsm8k_r1distill8b,500,26,epr|spectral_entropy|hl_ratio|dominant_freq|sw_var_peak|cusum_max|cusum_shift_idx,7,0.7539188752424046,live,nan,0.7201842367649078,5,0.47612210596454235,lsml,False,False,33.594,0,"{""k"": 7, ""val_mse"": 0.2378, ""stability_jaccard"": 0.409}"
a3_concrete_ae,a3.cae_k8,c46,repgrid,ars_gsm8k_r1distill8b,500,26,trace_length|hl_ratio|stft_max_high_power|rpdi|pe_mean|hurst_exponent|cusum_shift_idx|mean_logprob_entropy,8,0.6444933742727861,live,nan,0.7139523923397064,7,0.6193387306205158,lsml,False,False,33.594,0,"{""k"": 8, ""val_mse"": 0.2067, ""stability_jaccard"": 0.611}"
a3_concrete_ae,a3.cae,c46,repgrid,ars_gsm8k_r1distill8b,500,26,spectral_entropy|hl_ratio|cusum_max|mean_logprob_entropy,4,0.4044319650937298,live,nan,0.6817227005958557,2,0.2622732451472187,lsml,True,False,33.594,0,"{""k"": 4, ""val_mse"": 0.3396, ""stability_jaccard"": 0.159, ""adaptive"": true, ""curve"": {""3"": 0.3937, ""4"": 0.3396, ""5"": 0.3095, ""6"": 0.2674, ""7"": 0.2378, ""8"": 0.2067}}"
a3_concrete_ae,a3.cae_k3,c46,repgrid,epr_triviaqa_mistral24b,621,28,trace_length|spectral_centroid|mean_logprob_entropy,3,0.7148889013578723,live,nan,0.7100774347782135,2,0.015052535683238555,lsml,False,False,36.11,0,"{""k"": 3, ""val_mse"": 0.3989, ""stability_jaccard"": 1.0}"
a3_concrete_ae,a3.cae_k4,c46,repgrid,epr_triviaqa_mistral24b,621,28,trace_length|spectral_centroid|min_spilled|mean_logprob_entropy,4,0.7077207945236225,live,nan,0.7038982808589935,2,0.2959398831703379,lsml,False,False,36.11,0,"{""k"": 4, ""val_mse"": 0.396, ""stability_jaccard"": 0.511}"
a3_concrete_ae,a3.cae_k5,c46,repgrid,epr_triviaqa_mistral24b,621,28,trace_length|spectral_centroid|pe_mean|min_spilled|mean_logprob_entropy,5,0.6857675906183369,live,nan,0.7163828611373901,4,0.08002789124531656,lsml,False,False,36.11,0,"{""k"": 5, ""val_mse"": 0.3504, ""stability_jaccard"": 0.667}"
