arm_id,population_id,metric_id,value,ci_low,ci_high,n_rows,n_groups
P3_H0_REFERENCE,current_common_eight_qwen,official_macro_f1,0.35426115203948916,0.3355249144140112,0.37172070416794445,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,first_error_exact,0.2675758744010076,0.2476573613177328,0.2879438990389653,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,first_error_within_one,0.46134559765915417,0.4393418918373561,0.48326737850986085,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3_H0_REFERENCE,current_common_eight_qwen,overall_decision_accuracy,0.36725,0.35081249999999997,0.3839375,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,official_macro_f1,0.36409025375978243,0.34511531591679767,0.3813726332051283,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,first_error_exact,0.2789154259382175,0.2585605215135023,0.2994273727484168,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,first_error_within_one,0.474323069653761,0.45247858546143394,0.4963778768746993,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3A_H2_EQUAL_OUTER_REFERENCE,current_common_eight_qwen,overall_decision_accuracy,0.37443750000000003,0.35775,0.3911875,6800,3400
P3T_Q1_POINT_QUERY,current_common_eight_qwen,official_macro_f1,0.3545837259937046,0.33558993604413573,0.3720944727061575,6800,3400
P3T_Q1_POINT_QUERY,current_common_eight_qwen,first_error_exact,0.26827101232235084,0.24816605271197492,0.28864767672656894,6800,3400
P3T_Q1_POINT_QUERY,current_common_eight_qwen,first_error_within_one,0.46459944386751595,0.44267681499818223,0.4868206730653151,6800,3400
P3T_Q1_POINT_QUERY,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3T_Q1_POINT_QUERY,current_common_eight_qwen,overall_decision_accuracy,0.36762500000000004,0.35100000000000003,0.3845,6800,3400
P3T_Q1_QUERY_PERMUTED,current_common_eight_qwen,official_macro_f1,0.3539804124732047,0.3350838172665864,0.37149082600855304,6800,3400
P3T_Q1_QUERY_PERMUTED,current_common_eight_qwen,first_error_exact,0.26750245720596966,0.24753492629568608,0.28804788655284375,6800,3400
P3T_Q1_QUERY_PERMUTED,current_common_eight_qwen,first_error_within_one,0.46480988157795367,0.44285908116346223,0.48705267992480383,6800,3400
P3T_Q1_QUERY_PERMUTED,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3T_Q1_QUERY_PERMUTED,current_common_eight_qwen,overall_decision_accuracy,0.3671875,0.3506875,0.3841875,6800,3400
P3T_Q1_NO_BOUNDARY,current_common_eight_qwen,official_macro_f1,0.35647406802814957,0.33750474344391806,0.3739193939346111,6800,3400
P3T_Q1_NO_BOUNDARY,current_common_eight_qwen,first_error_exact,0.27004308803131405,0.24996210920780376,0.2904741959254666,6800,3400
P3T_Q1_NO_BOUNDARY,current_common_eight_qwen,first_error_within_one,0.46587744843023404,0.44400967689852977,0.4881385180522586,6800,3400
P3T_Q1_NO_BOUNDARY,current_common_eight_qwen,clean_abstention_accuracy,0.5707389528608766,0.5436389144828917,0.5978541430469183,6800,3400
P3T_Q1_NO_BOUNDARY,current_common_eight_qwen,overall_decision_accuracy,0.36887499999999995,0.35231250000000003,0.38575,6800,3400
