split,replicate,seed,world,mean_probability,near_zero_fraction,near_one_fraction,effective_feature_count,mean_seed_std,min_probability,max_probability,gate_order_stability,shuffle_l2_distance,lambda0_max_score_error
development,0,10000,smooth_signal,0.5681403662260308,0.3333333333333333,0.5,7.271404813538242,0.04961746637463366,0.016593419356952906,0.9998318178408678,0.9066743565197891,3.1463986904523016,0.0
development,0,20003,correlated_errors,0.9713806068944443,0.0,0.9166666666666666,11.898422490123817,0.03935567198898575,0.6737549007517657,0.9995130472941908,0.24405346027613795,0.47147233508092223,0.0
development,0,30006,nuisance_manifold,0.9611780931859162,0.0,0.8333333333333334,11.900526570358641,0.052150394879298234,0.6801582771458824,0.999537101241143,0.03998880086304834,0.4679191489252559,0.0
development,0,40009,subspace_exclusion,0.7173678637199706,0.08333333333333333,0.6666666666666666,9.088670255533433,0.06129019414208784,0.019689734585311265,0.9997605069220739,0.8241047971290802,2.063610142918473,0.0
development,0,50012,disconnected_graph,0.9981651038157592,0.0,1.0,11.999899386257058,0.0017233594331046403,0.9890629305575712,0.9995787357409114,0.30019059391501285,0.014796284386478873,0.0
development,0,60015,pure_noise,0.31329500593728765,0.08333333333333333,0.08333333333333333,7.3619295429602145,0.25213258695168456,0.040500389188517553,0.9847635604629135,0.10959798622107249,1.620863138720139,0.0
development,1,10101,smooth_signal,0.5689176026110336,0.3333333333333333,0.5,7.428782852168962,0.06707823590693039,0.019085570256377287,0.9998337228762417,0.8673670640536951,3.4777779664625155,0.0
development,1,20104,correlated_errors,0.9721085984731433,0.0,0.9166666666666666,11.900172922282103,0.03841877663569527,0.6768138623928689,0.9994792680901973,-0.02179561223259548,0.46658367133004175,0.0
development,1,30107,nuisance_manifold,0.9803230313455508,0.0,0.9166666666666666,11.969076205127926,0.02601441997149967,0.8187745709707898,0.9995735350865976,0.25945253114768224,0.2661502686767334,0.0
development,1,40110,subspace_exclusion,0.8089906715888787,0.08333333333333333,0.6666666666666666,10.332808905663196,0.08194084378951834,0.04032673130303619,0.9996967699620369,0.6598230941458811,1.1594435956563638,0.0
development,1,50113,disconnected_graph,0.9992171863862293,0.0,1.0,11.999998667172445,0.0003151109051164785,0.9983126460294997,0.9995625117897121,0.33702672588059635,0.0017977694727020319,0.0
