acc_correct,acc_correct_sd,acc_erroneous,acc_erroneous_sd,alpha,delta,f1,f1_sd,method,n_rows,n_splits_used,sla,sla_sd,sla_tol1,sla_tol1_sd,subset,tau,tau_sd
0.005581468909961479,0.00822241269507764,0.25126932666077273,0.03129314698292208,0.1,,0.010436570093810693,0.014716997561892502,upcr_token,400,100,0.25126932666077273,0.03129314698292208,0.5453333589213668,0.036849034040048335,gsm8k,0.026629833269057768,0.0019343151322171453
0.0,0.0,0.2319554219763626,0.029296344244195718,0.1,,0.0,0.0,ln_s_drop,400,100,0.2319554219763626,0.029296344244195718,0.528619860176355,0.03516743409135198,gsm8k,1.7651568255387702,0.11864576194143876
0.0002021535960991467,0.001426320806282006,0.23166745298630656,0.028348309287362684,0.1,,0.00038748717948717946,0.0027335954134811943,logtoku_drop,400,100,0.23166745298630656,0.028348309287362684,0.5045368649209537,0.03573730633281551,gsm8k,55.104286952693826,2.0042392374165092
0.01838111981814328,0.009791089338783351,0.20021832283817073,0.025941455361248596,0.1,,0.03286024703686303,0.01613782963921178,upcr_positional,400,100,0.20021832283817073,0.025941455361248596,0.48446386273912884,0.03366149175032852,gsm8k,0.4106672847971922,0.055855471545092794
0.01887542105616557,0.01174364882910977,0.18877025280010723,0.022936669791656917,0.1,,0.03328365293401337,0.018866856274334556,logtoku_oriented_avg,400,100,0.18877025280010723,0.022936669791656917,0.49438724371352527,0.032979990225901416,gsm8k,-317.09035264769324,7.499349372923942
0.014471134054480321,0.00887620346705881,0.18593934389229522,0.024017394318370827,0.1,,0.026167941986048892,0.01534027153435081,shannon_drop,400,100,0.18593934389229522,0.024017394318370827,0.49465176634643376,0.035670355322721684,gsm8k,0.3477564699962595,0.0078502946383539
0.0006133761289464679,0.0031717673743380027,0.18549357721833917,0.022761537217372937,0.1,,0.0011120344987371733,0.005700908760457074,shannon_avg,400,100,0.18549357721833917,0.022761537217372937,0.4937346697217555,0.03465352212067023,gsm8k,0.15803309666774068,0.00931955824889871
0.0,0.0,0.17845134616684052,0.02297088705576145,0.1,,0.0,0.0,upcr_step,400,100,0.17845134616684052,0.02297088705576145,0.475033381514385,0.035496107312190585,gsm8k,-0.20580576292603428,0.019122273394574847
0.0,0.0,0.17845134616684052,0.02297088705576145,0.1,,0.0,0.0,ln_s_avg,400,100,0.17845134616684052,0.02297088705576145,0.475033381514385,0.035496107312190585,gsm8k,0.3564058963505986,0.028484875631805334
0.0,0.0,0.17756123420488745,0.024036865907005125,0.1,,0.0,0.0,logtoku_oriented_drop,400,100,0.17756123420488745,0.024036865907005125,0.4724366228678217,0.03566412098164084,gsm8k,52.255882136957744,1.2694037573537933
0.0,0.0,0.16439839263597855,0.02313804353196004,0.1,,0.0,0.0,logtoku_avg,400,100,0.16439839263597855,0.02313804353196004,0.4732200914765297,0.0362669606390685,gsm8k,207.6962068199019,4.126243789389746
